submission_id,age,comments,condition,education,experiment_duration,experiment_end_time,experiment_start_time,gender,itemName,itemNr,languages,measure,prolific_pid,prolific_session_id,prolific_study_id,response,responseTime,trialNR
111,40,,observation,Higher degree,177822,1667310045851,1667309868029,male,spaceColony,1,English,justification,5755c957eb80c4000741a9ce,6361212af04b329738f93fce,62e8e1ca5c8e225c556e0af8,"While it's very possible this combination is a correlation and not a causation, with both plants enjoying the same environment, the cost of failure is so high that its worth the additional expense to make the circumstances of the plant's grow as similar as possible to those where its successful.",66079,1
111,40,,observation,Higher degree,177822,1667310045851,1667309868029,male,spaceColony,1,English,relation,5755c957eb80c4000741a9ce,6361212af04b329738f93fce,62e8e1ca5c8e225c556e0af8,"Cultivation of ralocrop is costly (water, energy resources).",4124,2
111,40,,observation,Higher degree,177822,1667310045851,1667309868029,male,spaceColony,1,English,ralocrop,5755c957eb80c4000741a9ce,6361212af04b329738f93fce,62e8e1ca5c8e225c556e0af8,observation,40660,3
112,52,,association,Higher degree,185765,1667310058218,1667309872453,female,spaceColony,1,English ,choice,5964ee31b752840001ca4ba4,6361212b99d842d16f5e1a7c,62e8e1ca5c8e225c556e0af8,only xeliherb,96211,0
112,52,,association,Higher degree,185765,1667310058218,1667309872453,female,spaceColony,1,English ,justification,5964ee31b752840001ca4ba4,6361212b99d842d16f5e1a7c,62e8e1ca5c8e225c556e0af8,Will meet the needs but will save other resources needed for survival.,31477,1
112,52,,association,Higher degree,185765,1667310058218,1667309872453,female,spaceColony,1,English ,relation,5964ee31b752840001ca4ba4,6361212b99d842d16f5e1a7c,62e8e1ca5c8e225c556e0af8,"Cultivation of ralocrop is costly (water, energy resources).",16783,2
112,52,,association,Higher degree,185765,1667310058218,1667309872453,female,spaceColony,1,English ,ralocrop,5964ee31b752840001ca4ba4,6361212b99d842d16f5e1a7c,62e8e1ca5c8e225c556e0af8,association,19480,3
150,36,,observation,Graduated College,738543,1667311049959,1667310311416,female,spaceColony,1,English,choice,5b16cd7e3522660001b3c81f,636122aa582de3c363e5e6e4,62e8e1ca5c8e225c556e0af8,both xeliherb and ralocrop,59474,0
150,36,,observation,Graduated College,738543,1667311049959,1667310311416,female,spaceColony,1,English,justification,5b16cd7e3522660001b3c81f,636122aa582de3c363e5e6e4,62e8e1ca5c8e225c556e0af8,"Although it is corrolation that Xeliherb grows in abundance where ralcrop is (For instance,the reasoning for this could be as simple as both plants thrive better in the same soil or same weather conditions, and there is no direct link between Xeliherb's flourishing due to ralcrop) - however, given the limited amount of information provided on the growth of Xeliherb, and that growing the plant is a matter of life or death, it is prudent to use up extra resources to grow the ralcrop along with the Xeliherb to ensure that that there is a big a crop as possible of the needed plant. It could be just as likely that Ralcrop IS a needed and that these two plants have a asofyet unknown symbiotic relationship",592102,1
150,36,,observation,Graduated College,738543,1667311049959,1667310311416,female,spaceColony,1,English,relation,5b16cd7e3522660001b3c81f,636122aa582de3c363e5e6e4,62e8e1ca5c8e225c556e0af8,"Cultivation of ralocrop is costly (water, energy resources).",44864,2
150,36,,observation,Graduated College,738543,1667311049959,1667310311416,female,spaceColony,1,English,ralocrop,5b16cd7e3522660001b3c81f,636122aa582de3c363e5e6e4,62e8e1ca5c8e225c556e0af8,observation,27272,3
171,47,,intervention,Graduated College,91967,1667318341695,1667318249728,female,spaceColony,1,,choice,59e71a3b1ac65d0001eb47ac,636141e3eb750d81da0b435f,62e8e1ca5c8e225c556e0af8,both xeliherb and ralocrop,28196,0
171,47,,intervention,Graduated College,91967,1667318341695,1667318249728,female,spaceColony,1,,justification,59e71a3b1ac65d0001eb47ac,636141e3eb750d81da0b435f,62e8e1ca5c8e225c556e0af8,there is no point without the other as there would be no way to grow enough,20449,1
171,47,,intervention,Graduated College,91967,1667318341695,1667318249728,female,spaceColony,1,,relation,59e71a3b1ac65d0001eb47ac,636141e3eb750d81da0b435f,62e8e1ca5c8e225c556e0af8,"Cultivation of ralocrop is costly (water, energy resources).",13989,2
171,47,,intervention,Graduated College,91967,1667318341695,1667318249728,female,spaceColony,1,,ralocrop,59e71a3b1ac65d0001eb47ac,636141e3eb750d81da0b435f,62e8e1ca5c8e225c556e0af8,association,11817,3
114,43,,intervention,Graduated College,278218,1667310154404,1667309876186,male,spaceColony,1,English,choice,586d6b28de1cea0001f7a125,6361212bc42bdc43291172a1,62e8e1ca5c8e225c556e0af8,both xeliherb and ralocrop,54625,0
114,43,,intervention,Graduated College,278218,1667310154404,1667309876186,male,spaceColony,1,English,justification,586d6b28de1cea0001f7a125,6361212bc42bdc43291172a1,62e8e1ca5c8e225c556e0af8,I chose to cultivate both xeliherb and ralocrop to get a higher yield of xeliherb. This should ensure a greater chance of long-term food security.,127521,1
114,43,,intervention,Graduated College,278218,1667310154404,1667309876186,male,spaceColony,1,English,relation,586d6b28de1cea0001f7a125,6361212bc42bdc43291172a1,62e8e1ca5c8e225c556e0af8,"Cultivation of ralocrop is costly (water, energy resources).",59351,2
114,43,,intervention,Graduated College,278218,1667310154404,1667309876186,male,spaceColony,1,English,ralocrop,586d6b28de1cea0001f7a125,6361212bc42bdc43291172a1,62e8e1ca5c8e225c556e0af8,intervention,15875,3
115,29,,intervention,Graduated High-school,96974,1667310362445,1667310265471,male,spaceColony,1,english,choice,631745a70c7c585248df1a5d,636122a88d7cc2b82d262ceb,62e8e1ca5c8e225c556e0af8,both xeliherb and ralocrop,31434,0
115,29,,intervention,Graduated High-school,96974,1667310362445,1667310265471,male,spaceColony,1,english,justification,631745a70c7c585248df1a5d,636122a88d7cc2b82d262ceb,62e8e1ca5c8e225c556e0af8,to give xeliherb the best chance at growing,18747,1
115,29,,intervention,Graduated High-school,96974,1667310362445,1667310265471,male,spaceColony,1,english,relation,631745a70c7c585248df1a5d,636122a88d7cc2b82d262ceb,62e8e1ca5c8e225c556e0af8,"Cultivation of ralocrop is costly (water, energy resources).",10252,2
115,29,,intervention,Graduated High-school,96974,1667310362445,1667310265471,male,spaceColony,1,english,ralocrop,631745a70c7c585248df1a5d,636122a88d7cc2b82d262ceb,62e8e1ca5c8e225c556e0af8,intervention,15124,3
116,33,,intervention,Graduated College,116426,1667310371551,1667310255125,female,spaceColony,1,english,choice,5df15288b1fb0506c5fc6afb,636122a8bae30391ac91f4d9,62e8e1ca5c8e225c556e0af8,only xeliherb,61021,0
116,33,,intervention,Graduated College,116426,1667310371551,1667310255125,female,spaceColony,1,english,justification,5df15288b1fb0506c5fc6afb,636122a8bae30391ac91f4d9,62e8e1ca5c8e225c556e0af8,the cost of cultivating the other crop is high and hopefully if that crops stays then more xeliherb will grow as they seem to grow together,28042,1
116,33,,intervention,Graduated College,116426,1667310371551,1667310255125,female,spaceColony,1,english,relation,5df15288b1fb0506c5fc6afb,636122a8bae30391ac91f4d9,62e8e1ca5c8e225c556e0af8,"Cultivation of ralocrop is costly (water, energy resources).",6248,2
116,33,,intervention,Graduated College,116426,1667310371551,1667310255125,female,spaceColony,1,english,ralocrop,5df15288b1fb0506c5fc6afb,636122a8bae30391ac91f4d9,62e8e1ca5c8e225c556e0af8,observation,11025,3
117,32,,association,Graduated High-school,118176,1667310373419,1667310255243,male,spaceColony,1,English,choice,5ef0c9b95817dc145532fcee,636122ac1dcec846466c74b0,62e8e1ca5c8e225c556e0af8,both xeliherb and ralocrop,38027,0
117,32,,association,Graduated High-school,118176,1667310373419,1667310255243,male,spaceColony,1,English,justification,5ef0c9b95817dc145532fcee,636122ac1dcec846466c74b0,62e8e1ca5c8e225c556e0af8,Gives you the best chance of thriving by using both and not just relying on one.,33187,1
117,32,,association,Graduated High-school,118176,1667310373419,1667310255243,male,spaceColony,1,English,relation,5ef0c9b95817dc145532fcee,636122ac1dcec846466c74b0,62e8e1ca5c8e225c556e0af8,"Cultivation of ralocrop is costly (water, energy resources).",20954,2
117,32,,association,Graduated High-school,118176,1667310373419,1667310255243,male,spaceColony,1,English,ralocrop,5ef0c9b95817dc145532fcee,636122ac1dcec846466c74b0,62e8e1ca5c8e225c556e0af8,intervention,11162,3
118,55,N/A,association,Graduated College,134318,1667310389095,1667310254777,female,spaceColony,1,English,choice,56e87c23eefcff000596f0c1,636122ab249a77ef445e1a56,62e8e1ca5c8e225c556e0af8,both xeliherb and ralocrop,43032,0
118,55,N/A,association,Graduated College,134318,1667310389095,1667310254777,female,spaceColony,1,English,justification,56e87c23eefcff000596f0c1,636122ab249a77ef445e1a56,62e8e1ca5c8e225c556e0af8,it seems the surest way of getting the herb,19184,1
118,55,N/A,association,Graduated College,134318,1667310389095,1667310254777,female,spaceColony,1,English,relation,56e87c23eefcff000596f0c1,636122ab249a77ef445e1a56,62e8e1ca5c8e225c556e0af8,"Cultivation of ralocrop is costly (water, energy resources).",27675,2
118,55,N/A,association,Graduated College,134318,1667310389095,1667310254777,female,spaceColony,1,English,ralocrop,56e87c23eefcff000596f0c1,636122ab249a77ef445e1a56,62e8e1ca5c8e225c556e0af8,intervention,19586,3
119,30,,observation,Graduated High-school,138814,1667310394994,1667310256180,female,spaceColony,1,English,choice,631b7e747ad94015bc372ca4,636122ab37c1bacfc16ca1b8,62e8e1ca5c8e225c556e0af8,both xeliherb and ralocrop,39979,0
119,30,,observation,Graduated High-school,138814,1667310394994,1667310256180,female,spaceColony,1,English,justification,631b7e747ad94015bc372ca4,636122ab37c1bacfc16ca1b8,62e8e1ca5c8e225c556e0af8,I chose both as the secondary crop is needed for the first crop to be abundant resulting in good survival.,30482,1
119,30,,observation,Graduated High-school,138814,1667310394994,1667310256180,female,spaceColony,1,English,relation,631b7e747ad94015bc372ca4,636122ab37c1bacfc16ca1b8,62e8e1ca5c8e225c556e0af8,"Cultivation of ralocrop is costly (water, energy resources).",20619,2
119,30,,observation,Graduated High-school,138814,1667310394994,1667310256180,female,spaceColony,1,English,ralocrop,631b7e747ad94015bc372ca4,636122ab37c1bacfc16ca1b8,62e8e1ca5c8e225c556e0af8,observation,25667,3
120,36,,observation,Graduated College,149543,1667310414549,1667310265006,male,spaceColony,1,English ,choice,63468b5809bf04222262bfed,636122a96e56ea0cc52d6ff9,62e8e1ca5c8e225c556e0af8,both xeliherb and ralocrop,52147,0
120,36,,observation,Graduated College,149543,1667310414549,1667310265006,male,spaceColony,1,English ,justification,63468b5809bf04222262bfed,636122a96e56ea0cc52d6ff9,62e8e1ca5c8e225c556e0af8,To increase xeliherb yield,30576,1
120,36,,observation,Graduated College,149543,1667310414549,1667310265006,male,spaceColony,1,English ,relation,63468b5809bf04222262bfed,636122a96e56ea0cc52d6ff9,62e8e1ca5c8e225c556e0af8,"Cultivation of ralocrop is costly (water, energy resources).",9861,2
120,36,,observation,Graduated College,149543,1667310414549,1667310265006,male,spaceColony,1,English ,ralocrop,63468b5809bf04222262bfed,636122a96e56ea0cc52d6ff9,62e8e1ca5c8e225c556e0af8,association,26016,3
121,54,,intervention,Graduated College,160279,1667310414100,1667310253821,male,spaceColony,1,English,choice,57dd766bbcd7150001ded5de,636122a84cc824d19079f594,62e8e1ca5c8e225c556e0af8,both xeliherb and ralocrop,39254,0
121,54,,intervention,Graduated College,160279,1667310414100,1667310253821,male,spaceColony,1,English,justification,57dd766bbcd7150001ded5de,636122a84cc824d19079f594,62e8e1ca5c8e225c556e0af8,I felt it best to have a high supply of what was badly needed even if the cost were high.,44677,1
121,54,,intervention,Graduated College,160279,1667310414100,1667310253821,male,spaceColony,1,English,relation,57dd766bbcd7150001ded5de,636122a84cc824d19079f594,62e8e1ca5c8e225c556e0af8,"Cultivation of ralocrop is costly (water, energy resources).",24070,2
121,54,,intervention,Graduated College,160279,1667310414100,1667310253821,male,spaceColony,1,English,ralocrop,57dd766bbcd7150001ded5de,636122a84cc824d19079f594,62e8e1ca5c8e225c556e0af8,intervention,27969,3
124,44,,association,Higher degree,194766,1667310461392,1667310266626,male,spaceColony,1,English,choice,6321decd01d759ccbe3a26b3,636122a974b4509d05b380dd,62e8e1ca5c8e225c556e0af8,both xeliherb and ralocrop,58993,0
124,44,,association,Higher degree,194766,1667310461392,1667310266626,male,spaceColony,1,English,justification,6321decd01d759ccbe3a26b3,636122a974b4509d05b380dd,62e8e1ca5c8e225c556e0af8,It would improve the odd of xeliherb,48331,1
124,44,,association,Higher degree,194766,1667310461392,1667310266626,male,spaceColony,1,English,relation,6321decd01d759ccbe3a26b3,636122a974b4509d05b380dd,62e8e1ca5c8e225c556e0af8,"Cultivation of ralocrop is costly (water, energy resources).",50080,2
124,44,,association,Higher degree,194766,1667310461392,1667310266626,male,spaceColony,1,English,ralocrop,6321decd01d759ccbe3a26b3,636122a974b4509d05b380dd,62e8e1ca5c8e225c556e0af8,association,14992,3
122,18,,intervention,Graduated High-school,169042,1667310421197,1667310252155,male,spaceColony,1,English,choice,5ecfcaafb0ade503bff948e0,636122aa3bbd6b56b66a2f42,62e8e1ca5c8e225c556e0af8,both xeliherb and ralocrop,28733,0
122,18,,intervention,Graduated High-school,169042,1667310421197,1667310252155,male,spaceColony,1,English,justification,5ecfcaafb0ade503bff948e0,636122aa3bbd6b56b66a2f42,62e8e1ca5c8e225c556e0af8,"This seems like the optimal choice because the context mentions that xeliherb grows sparingly, and it grows with the highest yield when ralocrop is cultivated as well. Although this is costly in terms of the use of natural resources, it seems like the best option as it has the highest probability of having a good yield due to the scientists' observations.",74329,1
122,18,,intervention,Graduated High-school,169042,1667310421197,1667310252155,male,spaceColony,1,English,relation,5ecfcaafb0ade503bff948e0,636122aa3bbd6b56b66a2f42,62e8e1ca5c8e225c556e0af8,"Cultivation of ralocrop is costly (water, energy resources).",27042,2
122,18,,intervention,Graduated High-school,169042,1667310421197,1667310252155,male,spaceColony,1,English,ralocrop,5ecfcaafb0ade503bff948e0,636122aa3bbd6b56b66a2f42,62e8e1ca5c8e225c556e0af8,intervention,22351,3
123,37,,intervention,Higher degree,143672,1667310437637,1667310293965,female,spaceColony,1,English ,choice,59de4ee5d838ae0001850567,636122aa31db1990fc12469f,62e8e1ca5c8e225c556e0af8,both xeliherb and ralocrop,34677,0
123,37,,intervention,Higher degree,143672,1667310437637,1667310293965,female,spaceColony,1,English ,justification,59de4ee5d838ae0001850567,636122aa31db1990fc12469f,62e8e1ca5c8e225c556e0af8,It is best to grow both in case there was an issue with one crop. The more expensive crop could always be sold for more than the cheaper one.,28556,1
123,37,,intervention,Higher degree,143672,1667310437637,1667310293965,female,spaceColony,1,English ,relation,59de4ee5d838ae0001850567,636122aa31db1990fc12469f,62e8e1ca5c8e225c556e0af8,"Cultivation of ralocrop is costly (water, energy resources).",39776,2
123,37,,intervention,Higher degree,143672,1667310437637,1667310293965,female,spaceColony,1,English ,ralocrop,59de4ee5d838ae0001850567,636122aa31db1990fc12469f,62e8e1ca5c8e225c556e0af8,observation,20345,3
125,27,,intervention,Higher degree,204760,1667310465697,1667310260937,female,spaceColony,1,English,choice,5f28431d82be890d2f58a32d,636122aa05d2b968b4cea271,62e8e1ca5c8e225c556e0af8,both xeliherb and ralocrop,21267,0
125,27,,intervention,Higher degree,204760,1667310465697,1667310260937,female,spaceColony,1,English,justification,5f28431d82be890d2f58a32d,636122aa05d2b968b4cea271,62e8e1ca5c8e225c556e0af8,We will need to use some resources because xeliherb needs ralocrop to thrive,31435,1
125,27,,intervention,Higher degree,204760,1667310465697,1667310260937,female,spaceColony,1,English,relation,5f28431d82be890d2f58a32d,636122aa05d2b968b4cea271,62e8e1ca5c8e225c556e0af8,"Cultivation of ralocrop is costly (water, energy resources).",18170,2
125,27,,intervention,Higher degree,204760,1667310465697,1667310260937,female,spaceColony,1,English,ralocrop,5f28431d82be890d2f58a32d,636122aa05d2b968b4cea271,62e8e1ca5c8e225c556e0af8,association,15448,3
126,41,,association,Graduated College,200028,1667310468494,1667310268466,female,spaceColony,1,English,choice,61220ff954b4577ac82df3c1,636122a9d155ddea6f6a2ee8,62e8e1ca5c8e225c556e0af8,both xeliherb and ralocrop,48135,0
126,41,,association,Graduated College,200028,1667310468494,1667310268466,female,spaceColony,1,English,justification,61220ff954b4577ac82df3c1,636122a9d155ddea6f6a2ee8,62e8e1ca5c8e225c556e0af8,It sounds like you'd have a better shot of getting xeliherb if you also have ralocrop and although costly it will help ensure everyone's survival and therefore in my opinion a necessity.,58639,1
126,41,,association,Graduated College,200028,1667310468494,1667310268466,female,spaceColony,1,English,relation,61220ff954b4577ac82df3c1,636122a9d155ddea6f6a2ee8,62e8e1ca5c8e225c556e0af8,"Cultivation of ralocrop is costly (water, energy resources).",20353,2
126,41,,association,Graduated College,200028,1667310468494,1667310268466,female,spaceColony,1,English,ralocrop,61220ff954b4577ac82df3c1,636122a9d155ddea6f6a2ee8,62e8e1ca5c8e225c556e0af8,association,16397,3
127,37,N/A,association,Higher degree,201906,1667310477986,1667310276080,male,spaceColony,1,English,choice,555247e6fdf99b0c18cd1d0c,636122ab1327baeaa588ebc1,62e8e1ca5c8e225c556e0af8,both xeliherb and ralocrop,30694,0
127,37,N/A,association,Higher degree,201906,1667310477986,1667310276080,male,spaceColony,1,English,justification,555247e6fdf99b0c18cd1d0c,636122ab1327baeaa588ebc1,62e8e1ca5c8e225c556e0af8,"Even though ralocrop takes more resources, the higher yield of xeliherb would probably be worth it to use those additional resources.",33325,1
127,37,N/A,association,Higher degree,201906,1667310477986,1667310276080,male,spaceColony,1,English,relation,555247e6fdf99b0c18cd1d0c,636122ab1327baeaa588ebc1,62e8e1ca5c8e225c556e0af8,"Cultivation of ralocrop is costly (water, energy resources).",22168,2
127,37,N/A,association,Higher degree,201906,1667310477986,1667310276080,male,spaceColony,1,English,ralocrop,555247e6fdf99b0c18cd1d0c,636122ab1327baeaa588ebc1,62e8e1ca5c8e225c556e0af8,association,15445,3
129,46,,intervention,Graduated College,294169,1667310558268,1667310264099,male,spaceColony,1,English ,choice,63468b1061ea9fad9573cee9,636122ab7e4aff2152a04d2e,62e8e1ca5c8e225c556e0af8,both xeliherb and ralocrop,41727,0
129,46,,intervention,Graduated College,294169,1667310558268,1667310264099,male,spaceColony,1,English ,justification,63468b1061ea9fad9573cee9,636122ab7e4aff2152a04d2e,62e8e1ca5c8e225c556e0af8,"Ralocrop provides xeliherb in adequate amounts for survival, as I don't know the properties of either plant, I will therefore make the assumption that their is trade amongst various other areas, Ralocrop therefore provides a better chance at gathering further resources forsurvival.",145026,1
129,46,,intervention,Graduated College,294169,1667310558268,1667310264099,male,spaceColony,1,English ,relation,63468b1061ea9fad9573cee9,636122ab7e4aff2152a04d2e,62e8e1ca5c8e225c556e0af8,"Cultivation of ralocrop is costly (water, energy resources).",35819,2
129,46,,intervention,Graduated College,294169,1667310558268,1667310264099,male,spaceColony,1,English ,ralocrop,63468b1061ea9fad9573cee9,636122ab7e4aff2152a04d2e,62e8e1ca5c8e225c556e0af8,observation,21831,3
172,41,,observation,Graduated College,83244,1667318340723,1667318257479,female,spaceColony,1,English,choice,5ad4a1eb754a0d0001622e5e,636141ea9a9a3abec11c6737,62e8e1ca5c8e225c556e0af8,both xeliherb and ralocrop,30980,0
172,41,,observation,Graduated College,83244,1667318340723,1667318257479,female,spaceColony,1,English,justification,5ad4a1eb754a0d0001622e5e,636141ea9a9a3abec11c6737,62e8e1ca5c8e225c556e0af8,hedging my bets,7538,1
172,41,,observation,Graduated College,83244,1667318340723,1667318257479,female,spaceColony,1,English,relation,5ad4a1eb754a0d0001622e5e,636141ea9a9a3abec11c6737,62e8e1ca5c8e225c556e0af8,"Cultivation of ralocrop is costly (water, energy resources).",14440,2
172,41,,observation,Graduated College,83244,1667318340723,1667318257479,female,spaceColony,1,English,ralocrop,5ad4a1eb754a0d0001622e5e,636141ea9a9a3abec11c6737,62e8e1ca5c8e225c556e0af8,association,14200,3
128,30,Technicalities.,intervention,Did not graduate High-school,249310,1667310531048,1667310281738,male,spaceColony,1,English,choice,5765c0fcf2e23200017ded5e,636122c4f1e2639750422708,62e8e1ca5c8e225c556e0af8,only xeliherb,116654,0
128,30,Technicalities.,intervention,Did not graduate High-school,249310,1667310531048,1667310281738,male,spaceColony,1,English,justification,5765c0fcf2e23200017ded5e,636122c4f1e2639750422708,62e8e1ca5c8e225c556e0af8,I do not think introducing another option here would be beneficial when we already have a prime source and target. I feel we would waste efforts trying to salvage more of something that may not be that practical.,52196,1
128,30,Technicalities.,intervention,Did not graduate High-school,249310,1667310531048,1667310281738,male,spaceColony,1,English,relation,5765c0fcf2e23200017ded5e,636122c4f1e2639750422708,62e8e1ca5c8e225c556e0af8,"Cultivation of ralocrop is costly (water, energy resources).",29002,2
128,30,Technicalities.,intervention,Did not graduate High-school,249310,1667310531048,1667310281738,male,spaceColony,1,English,ralocrop,5765c0fcf2e23200017ded5e,636122c4f1e2639750422708,62e8e1ca5c8e225c556e0af8,intervention,18084,3
130,40,,association,Higher degree,307981,1667310562435,1667310254454,male,spaceColony,1,english,choice,62c8391cd913ab9b5317d5f9,636122a76e56ea0cc52d6ff8,62e8e1ca5c8e225c556e0af8,both xeliherb and ralocrop,96158,0
130,40,,association,Higher degree,307981,1667310562435,1667310254454,male,spaceColony,1,english,justification,62c8391cd913ab9b5317d5f9,636122a76e56ea0cc52d6ff8,62e8e1ca5c8e225c556e0af8,"Well, within those 2 as the only options, with the assumption that going to this far off planet is essential for survival (Earth is no longer viable), it seems unlikely that xeliherb on its own will produce enough crop to be sustainable for the colonists; so, again, within the confines of this thought experiment, though the ralocrop puts a strain on resources (which may in fact result in the new planet turning into a new Earth), it seems producing ralocrop as well is the only option. ",124665,1
130,40,,association,Higher degree,307981,1667310562435,1667310254454,male,spaceColony,1,english,relation,62c8391cd913ab9b5317d5f9,636122a76e56ea0cc52d6ff8,62e8e1ca5c8e225c556e0af8,"Cultivation of ralocrop is costly (water, energy resources).",34100,2
130,40,,association,Higher degree,307981,1667310562435,1667310254454,male,spaceColony,1,english,ralocrop,62c8391cd913ab9b5317d5f9,636122a76e56ea0cc52d6ff8,62e8e1ca5c8e225c556e0af8,association,22949,3
173,32,,observation,Graduated High-school,101788,1667318343315,1667318241527,female,spaceColony,1,English,choice,578a060882f7f90001ee801e,636141d941a15b80cd12feee,62e8e1ca5c8e225c556e0af8,both xeliherb and ralocrop,49524,0
173,32,,observation,Graduated High-school,101788,1667318343315,1667318241527,female,spaceColony,1,English,justification,578a060882f7f90001ee801e,636141d941a15b80cd12feee,62e8e1ca5c8e225c556e0af8,The yield of xeliherb should be greater and more reliable,16692,1
173,32,,observation,Graduated High-school,101788,1667318343315,1667318241527,female,spaceColony,1,English,relation,578a060882f7f90001ee801e,636141d941a15b80cd12feee,62e8e1ca5c8e225c556e0af8,"Cultivation of ralocrop is costly (water, energy resources).",12892,2
173,32,,observation,Graduated High-school,101788,1667318343315,1667318241527,female,spaceColony,1,English,ralocrop,578a060882f7f90001ee801e,636141d941a15b80cd12feee,62e8e1ca5c8e225c556e0af8,observation,8061,3
131,29,,association,Higher degree,423411,1667310680701,1667310257290,male,spaceColony,1,English,choice,62dfdd3c61b792d28de9d0e3,636122a968192fcc5d0fed8e,62e8e1ca5c8e225c556e0af8,both xeliherb and ralocrop,44059,0
131,29,,association,Higher degree,423411,1667310680701,1667310257290,male,spaceColony,1,English,justification,62dfdd3c61b792d28de9d0e3,636122a968192fcc5d0fed8e,62e8e1ca5c8e225c556e0af8,"Because the colony needs it to survive and it is in such small supply. Any adverse event can cause that small supply to be wiped out so it is important that we can get as much of it as we can. Cultivating ralocrop, although costly, will thus enable us to ensure survival.",219996,1
131,29,,association,Higher degree,423411,1667310680701,1667310257290,male,spaceColony,1,English,relation,62dfdd3c61b792d28de9d0e3,636122a968192fcc5d0fed8e,62e8e1ca5c8e225c556e0af8,"Cultivation of ralocrop is costly (water, energy resources).",41957,2
131,29,,association,Higher degree,423411,1667310680701,1667310257290,male,spaceColony,1,English,ralocrop,62dfdd3c61b792d28de9d0e3,636122a968192fcc5d0fed8e,62e8e1ca5c8e225c556e0af8,association,51124,3
143,39,,intervention,Graduated College,689440,1667310972402,1667310282962,male,spaceColony,1,English,choice,60d22b50ec3b62385ed1eaff,636122c1249a77ef445e1a58,62e8e1ca5c8e225c556e0af8,both xeliherb and ralocrop,65015,0
143,39,,intervention,Graduated College,689440,1667310972402,1667310282962,male,spaceColony,1,English,justification,60d22b50ec3b62385ed1eaff,636122c1249a77ef445e1a58,62e8e1ca5c8e225c556e0af8,I believe the benefits of the higher yield will outweigh the costs of producing the extra crop and will help to ensure the success of the mission.,508609,1
