submission_id,age,attentionCheck,attentionCheckResult,comments,decision1,decision2,education,experiment_duration,experiment_end_time,experiment_start_time,gender,informationSource,itemName,itemNr,languages,probs,prolific_pid,prolific_session_id,prolific_study_id,responseTime,trialNR
494,49,,,,20,NA,Higher degree,174577,1739366970845,1739366796268,female,indirect,,2,English,,5fd2c2c727a4dc0da4da81f1,67aca1988ae8c2a89081da49,67ac94cc580e0fd8d3bb8a3c,14906,0
494,49,,,,NA,65,Higher degree,174577,1739366970845,1739366796268,female,indirect,,2,English,,5fd2c2c727a4dc0da4da81f1,67aca1988ae8c2a89081da49,67ac94cc580e0fd8d3bb8a3c,21001,0
495,34,,,This was fun.,25,NA,Graduated High-school,305523,1739367022560,1739366717037,male,direct,,1,English,,6773d6d84f06b14a316648aa,67aca1132f7ebbbc3d39100c,67ac94cc580e0fd8d3bb8a3c,21521,0
495,34,,,This was fun.,NA,40,Graduated High-school,305523,1739367022560,1739366717037,male,direct,,1,English,,6773d6d84f06b14a316648aa,67aca1132f7ebbbc3d39100c,67ac94cc580e0fd8d3bb8a3c,21388,0
496,26,,,,25,NA,Graduated College,274719,1739367025485,1739366750766,male,indirect,,2,English,,6788c266c3a3dce361387c3d,67aca1038b61640c2845d204,67ac94cc580e0fd8d3bb8a3c,21088,0
496,26,,,,NA,80,Graduated College,274719,1739367025485,1739366750766,male,indirect,,2,English,,6788c266c3a3dce361387c3d,67aca1038b61640c2845d204,67ac94cc580e0fd8d3bb8a3c,27719,0
497,36,,,,72,NA,Graduated College,72023,1739367052601,1739366980578,female,indirect,,2,English,,6658c1554c1d2a4e2d02e301,67aca23cf7b0b5187d14f0d3,67ac94cc580e0fd8d3bb8a3c,5200,0
497,36,,,,NA,91,Graduated College,72023,1739367052601,1739366980578,female,indirect,,2,English,,6658c1554c1d2a4e2d02e301,67aca23cf7b0b5187d14f0d3,67ac94cc580e0fd8d3bb8a3c,4413,0
498,27,,,,67,NA,Graduated High-school,247226,1739367055530,1739366808304,female,indirect,,2,english,,60f5917414ac7d222d22db64,67aca166ecf87f4eb27e2e22,67ac94cc580e0fd8d3bb8a3c,12478,0
498,27,,,,NA,89,Graduated High-school,247226,1739367055530,1739366808304,female,indirect,,2,english,,60f5917414ac7d222d22db64,67aca166ecf87f4eb27e2e22,67ac94cc580e0fd8d3bb8a3c,8347,0
499,64,,,,20,NA,Higher degree,60810,1739367056418,1739366995608,female,direct,,1,English,,5c79c84a54c5d600175fd005,67aca11f3e0baf4356ebee97,67ac94cc580e0fd8d3bb8a3c,3325,0
499,64,,,,NA,33,Higher degree,60810,1739367056418,1739366995608,female,direct,,1,English,,5c79c84a54c5d600175fd005,67aca11f3e0baf4356ebee97,67ac94cc580e0fd8d3bb8a3c,4261,0
500,20,,,,84,NA,Higher degree,385935,1739367056947,1739366671012,female,direct,,1,English,,677808f862b2cacb1dd4a7fc,67aca0e3e0a70698a5c8bf35,67ac94cc580e0fd8d3bb8a3c,18577,0
500,20,,,,NA,90,Higher degree,385935,1739367056947,1739366671012,female,direct,,1,English,,677808f862b2cacb1dd4a7fc,67aca0e3e0a70698a5c8bf35,67ac94cc580e0fd8d3bb8a3c,6336,0
501,57,,,,6,NA,Higher degree,405897,1739367084291,1739366678394,male,direct,,1,English,,5fdb96141295b80008c31eb3,67aca0fdb25df158585d71b3,67ac94cc580e0fd8d3bb8a3c,43676,0
501,57,,,,NA,75,Higher degree,405897,1739367084291,1739366678394,male,direct,,1,English,,5fdb96141295b80008c31eb3,67aca0fdb25df158585d71b3,67ac94cc580e0fd8d3bb8a3c,45208,0
502,53,,,,25,NA,Graduated High-school,237949,1739367079504,1739366841555,female,indirect,,2,english,,5f5b2a65cb0a65239532cd00,67aca1a88b61640c2845d21a,67ac94cc580e0fd8d3bb8a3c,22018,0
502,53,,,,NA,76,Graduated High-school,237949,1739367079504,1739366841555,female,indirect,,2,english,,5f5b2a65cb0a65239532cd00,67aca1a88b61640c2845d21a,67ac94cc580e0fd8d3bb8a3c,13383,0
503,54,,,,27,NA,Higher degree,189022,1739367096484,1739366907462,female,direct,,1,English,,67891c3c3f359ce747685a70,67aca1e7a01d443294a242aa,67ac94cc580e0fd8d3bb8a3c,24664,0
503,54,,,,NA,81,Higher degree,189022,1739367096484,1739366907462,female,direct,,1,English,,67891c3c3f359ce747685a70,67aca1e7a01d443294a242aa,67ac94cc580e0fd8d3bb8a3c,15192,0
504,,,,,25,NA,,138665,1739367114647,1739366975982,,indirect,,2,,,6776f4047a445f68ee410143,67aca22bcad3828ac7a0080c,67ac94cc580e0fd8d3bb8a3c,11762,0
504,,,,,NA,50,,138665,1739367114647,1739366975982,,indirect,,2,,,6776f4047a445f68ee410143,67aca22bcad3828ac7a0080c,67ac94cc580e0fd8d3bb8a3c,6618,0
505,47,,,,65,NA,Higher degree,160103,1739367116734,1739366956631,female,indirect,,2,english,,55f6be3a32af74000b17021c,67aca21fc8df58b9501760e2,67ac94cc580e0fd8d3bb8a3c,10318,0
505,47,,,,NA,88,Higher degree,160103,1739367116734,1739366956631,female,indirect,,2,english,,55f6be3a32af74000b17021c,67aca21fc8df58b9501760e2,67ac94cc580e0fd8d3bb8a3c,5928,0
506,34,,,,41,NA,Higher degree,350294,1739367136491,1739366786197,female,indirect,,2,english,,664eed479edce1893498cc04,67aca16d4109492fc51bc174,67ac94cc580e0fd8d3bb8a3c,12980,0
506,34,,,,NA,90,Higher degree,350294,1739367136491,1739366786197,female,indirect,,2,english,,664eed479edce1893498cc04,67aca16d4109492fc51bc174,67ac94cc580e0fd8d3bb8a3c,6758,0
508,28,,,,20,NA,Graduated College,311133,1739367146936,1739366835803,male,direct,,1,english,,6778ea0c164e2c0665f31ab2,67aca17cfc2cc881587288b8,67ac94cc580e0fd8d3bb8a3c,32480,0
508,28,,,,NA,70,Graduated College,311133,1739367146936,1739366835803,male,direct,,1,english,,6778ea0c164e2c0665f31ab2,67aca17cfc2cc881587288b8,67ac94cc580e0fd8d3bb8a3c,14331,0
509,25,,,No comment,30,NA,Graduated College,408903,1739367159248,1739366750345,female,direct,,1,English,,678aa049c4e8067fc53cfd23,67aca13c5ff576bc47731516,67ac94cc580e0fd8d3bb8a3c,30604,0
509,25,,,No comment,NA,80,Graduated College,408903,1739367159248,1739366750345,female,direct,,1,English,,678aa049c4e8067fc53cfd23,67aca13c5ff576bc47731516,67ac94cc580e0fd8d3bb8a3c,11928,0
510,31,,,n/a,25,NA,Higher degree,231800,1739367176193,1739366944393,female,indirect,,2,englsih,,671ec2ffd89afa2ce6dea859,67aca21408847243b698c41d,67ac94cc580e0fd8d3bb8a3c,21451,0
510,31,,,n/a,NA,49,Higher degree,231800,1739367176193,1739366944393,female,indirect,,2,englsih,,671ec2ffd89afa2ce6dea859,67aca21408847243b698c41d,67ac94cc580e0fd8d3bb8a3c,12616,0
511,36,,,,28,NA,Higher degree,654386,1739367181871,1739366527485,female,indirect,,2,english,,677406a14c6e104dba32e029,67aca067672fd6e877a2defa,67ac94cc580e0fd8d3bb8a3c,61052,0
511,36,,,,NA,77,Higher degree,654386,1739367181871,1739366527485,female,indirect,,2,english,,677406a14c6e104dba32e029,67aca067672fd6e877a2defa,67ac94cc580e0fd8d3bb8a3c,12981,0
512,22,,,,11,NA,Graduated College,213970,1739367180759,1739366966789,male,indirect,,2,English,,6720a1549562a6af6a6f17a3,67aca22f15612be24c2be6ee,67ac94cc580e0fd8d3bb8a3c,36335,0
512,22,,,,NA,49,Graduated College,213970,1739367180759,1739366966789,male,indirect,,2,English,,6720a1549562a6af6a6f17a3,67aca22f15612be24c2be6ee,67ac94cc580e0fd8d3bb8a3c,31425,0
514,52,,,,83,NA,Graduated College,255625,1739367204466,1739366948841,male,indirect,,2,English,,61fa9016d42cb19beec49061,67aca21805eab5037bf6affb,67ac94cc580e0fd8d3bb8a3c,13961,0
514,52,,,,NA,96,Graduated College,255625,1739367204466,1739366948841,male,indirect,,2,English,,61fa9016d42cb19beec49061,67aca21805eab5037bf6affb,67ac94cc580e0fd8d3bb8a3c,25108,0
515,36,,,,25,NA,Graduated College,246204,1739367213451,1739366967247,male,direct,,1,English.,,5d7e1d2db5bd580017d11cec,67aca2159ed6b9b30e4ff85d,67ac94cc580e0fd8d3bb8a3c,20841,0
515,36,,,,NA,65,Graduated College,246204,1739367213451,1739366967247,male,direct,,1,English.,,5d7e1d2db5bd580017d11cec,67aca2159ed6b9b30e4ff85d,67ac94cc580e0fd8d3bb8a3c,20394,0
516,41,,,,35,NA,Graduated High-school,132086,1739367214171,1739367082085,male,direct,,1,english,,6418dc6fd0f852a233a10350,67aca2a0adcbb3fc55c8bf53,67ac94cc580e0fd8d3bb8a3c,11935,0
516,41,,,,NA,100,Graduated High-school,132086,1739367214171,1739367082085,male,direct,,1,english,,6418dc6fd0f852a233a10350,67aca2a0adcbb3fc55c8bf53,67ac94cc580e0fd8d3bb8a3c,7960,0
517,42,,,,70,NA,Higher degree,171698,1739367224408,1739367052710,male,direct,,1,English,,666d501b6228f821af5f1171,67aca2879221356aa15b5089,67ac94cc580e0fd8d3bb8a3c,18259,0
517,42,,,,NA,85,Higher degree,171698,1739367224408,1739367052710,male,direct,,1,English,,666d501b6228f821af5f1171,67aca2879221356aa15b5089,67ac94cc580e0fd8d3bb8a3c,10255,0
518,26,,,,11,NA,Graduated College,64703,1739367229882,1739367165179,male,indirect,,2,English,,6788c266c3a3dce361387c3d,67aca1038b61640c2845d204,67ac94cc580e0fd8d3bb8a3c,5944,0
518,26,,,,NA,84,Graduated College,64703,1739367229882,1739367165179,male,indirect,,2,English,,6788c266c3a3dce361387c3d,67aca1038b61640c2845d204,67ac94cc580e0fd8d3bb8a3c,3872,0
519,25,,,,30,NA,Higher degree,518632,1739367233417,1739366714785,male,indirect,,2,swahili,,676fb072a0f80a990bd4cd32,67aca1012f7ebbbc3d391009,67ac94cc580e0fd8d3bb8a3c,36867,0
519,25,,,,NA,90,Higher degree,518632,1739367233417,1739366714785,male,indirect,,2,swahili,,676fb072a0f80a990bd4cd32,67aca1012f7ebbbc3d391009,67ac94cc580e0fd8d3bb8a3c,16771,0
520,28,,,,50,NA,Graduated College,164687,1739367234722,1739367070035,female,indirect,,2,"English, Korean",,5e542832505b9f08adc26982,67aca28f2d4f33c85b683c52,67ac94cc580e0fd8d3bb8a3c,12708,0
520,28,,,,NA,80,Graduated College,164687,1739367234722,1739367070035,female,indirect,,2,"English, Korean",,5e542832505b9f08adc26982,67aca28f2d4f33c85b683c52,67ac94cc580e0fd8d3bb8a3c,5775,0
521,51,,,,10,NA,Graduated College,177230,1739367267566,1739367090336,male,indirect,,2,English,,5eac2d4144cc2607226aea28,67aca29b5ec5c06692c86465,67ac94cc580e0fd8d3bb8a3c,12727,0
521,51,,,,NA,74,Graduated College,177230,1739367267566,1739367090336,male,indirect,,2,English,,5eac2d4144cc2607226aea28,67aca29b5ec5c06692c86465,67ac94cc580e0fd8d3bb8a3c,6343,0
522,29,,,N/A,45,NA,Graduated College,208445,1739367268058,1739367059613,male,direct,,1,"English, Zulu",,5fd50a355025422fd25bb05b,67aca27ad3c46b95e6774159,67ac94cc580e0fd8d3bb8a3c,14960,0
522,29,,,N/A,NA,55,Graduated College,208445,1739367268058,1739367059613,male,direct,,1,"English, Zulu",,5fd50a355025422fd25bb05b,67aca27ad3c46b95e6774159,67ac94cc580e0fd8d3bb8a3c,7135,0
523,36,,,,60,NA,Graduated College,181720,1739367284449,1739367102729,female,indirect,,2,Lithuanian,,665cca1c1878dd393ff5090a,67aca1ce171fb14c5ec46176,67ac94cc580e0fd8d3bb8a3c,24970,0
523,36,,,,NA,90,Graduated College,181720,1739367284449,1739367102729,female,indirect,,2,Lithuanian,,665cca1c1878dd393ff5090a,67aca1ce171fb14c5ec46176,67ac94cc580e0fd8d3bb8a3c,8161,0
525,30,,,no additional comments,53,NA,Higher degree,33926,1739367307514,1739367273588,female,direct,,1,English,,5d3988e35a65a10016969b3d,67aca21ab3c2d74566ae74e5,67ac94cc580e0fd8d3bb8a3c,2917,0
525,30,,,no additional comments,NA,74,Higher degree,33926,1739367307514,1739367273588,female,direct,,1,English,,5d3988e35a65a10016969b3d,67aca21ab3c2d74566ae74e5,67ac94cc580e0fd8d3bb8a3c,7033,0
526,46,,,,10,NA,Graduated College,154851,1739367334723,1739367179872,female,indirect,,2,English,,56163e6e7ffc8a0005812df2,67aca208ca27d4b3908a7aba,67ac94cc580e0fd8d3bb8a3c,7975,0
526,46,,,,NA,75,Graduated College,154851,1739367334723,1739367179872,female,indirect,,2,English,,56163e6e7ffc8a0005812df2,67aca208ca27d4b3908a7aba,67ac94cc580e0fd8d3bb8a3c,7994,0
527,29,,,N/A,45,NA,Graduated College,47144,1739367331822,1739367284678,male,direct,,1,English,,5fd50a355025422fd25bb05b,67aca27ad3c46b95e6774159,67ac94cc580e0fd8d3bb8a3c,5131,0
527,29,,,N/A,NA,55,Graduated College,47144,1739367331822,1739367284678,male,direct,,1,English,,5fd50a355025422fd25bb05b,67aca27ad3c46b95e6774159,67ac94cc580e0fd8d3bb8a3c,3533,0
528,33,,,,50,NA,Graduated College,236089,1739367336978,1739367100889,male,direct,,1,English,,67645dac865835c212a86635,67aca2a5ef17740af213bb78,67ac94cc580e0fd8d3bb8a3c,27411,0
528,33,,,,NA,92,Graduated College,236089,1739367336978,1739367100889,male,direct,,1,English,,67645dac865835c212a86635,67aca2a5ef17740af213bb78,67ac94cc580e0fd8d3bb8a3c,10870,0
529,35,,,,53,NA,Higher degree,521470,1739367342210,1739366820740,female,indirect,,2,english,,5f691e3b76e2ce104196dec7,67aca19c3b5fba89f643214b,67ac94cc580e0fd8d3bb8a3c,19675,0
529,35,,,,NA,71,Higher degree,521470,1739367342210,1739366820740,female,indirect,,2,english,,5f691e3b76e2ce104196dec7,67aca19c3b5fba89f643214b,67ac94cc580e0fd8d3bb8a3c,27541,0
530,39,,,This was a fun study!,10,NA,Higher degree,139060,1739367342398,1739367203338,female,direct,,1,English,,56fc607d490b8200102f16fa,67aca31ab9d9821f8aaa5640,67ac94cc580e0fd8d3bb8a3c,12284,0
530,39,,,This was a fun study!,NA,55,Higher degree,139060,1739367342398,1739367203338,female,direct,,1,English,,56fc607d490b8200102f16fa,67aca31ab9d9821f8aaa5640,67ac94cc580e0fd8d3bb8a3c,8466,0
531,26,,,,50,NA,Graduated College,324035,1739367365254,1739367041219,male,indirect,,2,"English, Twi, Deutsch",,65396cedfbe9c14983a8f6d7,67aca26de8582029e87e8106,67ac94cc580e0fd8d3bb8a3c,30674,0
531,26,,,,NA,75,Graduated College,324035,1739367365254,1739367041219,male,indirect,,2,"English, Twi, Deutsch",,65396cedfbe9c14983a8f6d7,67aca26de8582029e87e8106,67ac94cc580e0fd8d3bb8a3c,25201,0
532,32,,,,1,NA,Graduated College,310024,1739367386837,1739367076813,male,direct,,1,English,,64fb1bd815894a614a87fb12,67aca271f95cf496d424669b,67ac94cc580e0fd8d3bb8a3c,19473,0
532,32,,,,NA,75,Graduated College,310024,1739367386837,1739367076813,male,direct,,1,English,,64fb1bd815894a614a87fb12,67aca271f95cf496d424669b,67ac94cc580e0fd8d3bb8a3c,13050,0
533,56,,,,10,NA,Graduated High-school,180459,1739367398903,1739367218444,female,direct,,1,english,,63d4e9cea745cc8b7406f454,67aca312ccdf19e55618cf15,67ac94cc580e0fd8d3bb8a3c,14107,0
533,56,,,,NA,60,Graduated High-school,180459,1739367398903,1739367218444,female,direct,,1,english,,63d4e9cea745cc8b7406f454,67aca312ccdf19e55618cf15,67ac94cc580e0fd8d3bb8a3c,10102,0
534,44,,,,25,NA,Higher degree,147507,1739367419064,1739367271557,female,direct,,1,English,,677c0b8f69cb71e4bec7b7b7,67aca35bccdf19e55618cf23,67ac94cc580e0fd8d3bb8a3c,9451,0
534,44,,,,NA,48,Higher degree,147507,1739367419064,1739367271557,female,direct,,1,English,,677c0b8f69cb71e4bec7b7b7,67aca35bccdf19e55618cf23,67ac94cc580e0fd8d3bb8a3c,6965,0
535,37,,,,5,NA,Graduated College,113077,1739367419660,1739367306583,female,indirect,,2,English,,669fb4da13e3e7f62adf971f,67aca38167e9b88e723679c5,67ac94cc580e0fd8d3bb8a3c,9637,0
535,37,,,,NA,50,Graduated College,113077,1739367419660,1739367306583,female,indirect,,2,English,,669fb4da13e3e7f62adf971f,67aca38167e9b88e723679c5,67ac94cc580e0fd8d3bb8a3c,6050,0
536,34,,,,66,NA,Graduated College,239330,1739367451631,1739367212301,male,direct,,1,English,,5d3869444a0f0500198dc192,67aca2653e0baf4356ebeeef,67ac94cc580e0fd8d3bb8a3c,16323,0
536,34,,,,NA,99,Graduated College,239330,1739367451631,1739367212301,male,direct,,1,English,,5d3869444a0f0500198dc192,67aca2653e0baf4356ebeeef,67ac94cc580e0fd8d3bb8a3c,8249,0
537,20,,,,50,NA,Graduated College,547291,1739367458068,1739366910777,female,indirect,,2,English Language,,6670687c2a93686aaa3ea236,67aca1e8cedd997dbbe11677,67ac94cc580e0fd8d3bb8a3c,15602,0
537,20,,,,NA,70,Graduated College,547291,1739367458068,1739366910777,female,indirect,,2,English Language,,6670687c2a93686aaa3ea236,67aca1e8cedd997dbbe11677,67ac94cc580e0fd8d3bb8a3c,10781,0
538,20,,,,72,NA,Graduated College,159942,1739367469294,1739367309352,female,direct,,1,English ,,66b4c3ee501ddfac116d3f7e,67aca3828779af14d6a2df9e,67ac94cc580e0fd8d3bb8a3c,4982,0
538,20,,,,NA,95,Graduated College,159942,1739367469294,1739367309352,female,direct,,1,English ,,66b4c3ee501ddfac116d3f7e,67aca3828779af14d6a2df9e,67ac94cc580e0fd8d3bb8a3c,5638,0
539,44,,,,25,NA,Higher degree,43288,1739367486973,1739367443685,female,indirect,,2,English,,677c0b8f69cb71e4bec7b7b7,67aca35bccdf19e55618cf23,67ac94cc580e0fd8d3bb8a3c,4773,0
539,44,,,,NA,50,Higher degree,43288,1739367486973,1739367443685,female,indirect,,2,English,,677c0b8f69cb71e4bec7b7b7,67aca35bccdf19e55618cf23,67ac94cc580e0fd8d3bb8a3c,7280,0
540,23,,,N/A,90,NA,Higher degree,368098,1739367488124,1739367120026,female,indirect,,2,English,,5fa48feaddfbd812de13f3bb,67aca2a71f2b0b79416bdaaf,67ac94cc580e0fd8d3bb8a3c,17991,0
540,23,,,N/A,NA,50,Higher degree,368098,1739367488124,1739367120026,female,indirect,,2,English,,5fa48feaddfbd812de13f3bb,67aca2a71f2b0b79416bdaaf,67ac94cc580e0fd8d3bb8a3c,11912,0
541,30,,,No Further comments.,30,NA,Graduated College,684199,1739367358455,1739366674256,male,direct,,1,English,,6683a217cd77e4dd4c506f6c,67aca18115612be24c2be6c3,67ac94cc580e0fd8d3bb8a3c,70836,0
541,30,,,No Further comments.,NA,100,Graduated College,684199,1739367358455,1739366674256,male,direct,,1,English,,6683a217cd77e4dd4c506f6c,67aca18115612be24c2be6c3,67ac94cc580e0fd8d3bb8a3c,14645,0
542,27,,,,40,NA,Graduated College,100874,1739367535974,1739367435100,male,direct,,1,English,,60a3ac51b06fa9eb29a105bc,67aca3fef72bc1f4a273157a,67ac94cc580e0fd8d3bb8a3c,10528,0
