submission_id,age,comments,condition,education,experiment_duration,experiment_end_time,experiment_start_time,gender,itemName,itemNr,languages,measure,prolific_pid,prolific_session_id,prolific_study_id,responseType,response,responseTime,trialNR
4524,49,None,association,Graduated High-school,596823,1668438454584,1668437857761,male,spaceColony,1,English,reproduction,60171c9b1a726593103182b3,63725749a964233aa3286cbb,62e8e1ca5c8e225c556e0af8,directive-ralocrop,"Xeliherb is needed and seeds are needed. When it grows well it also grows ralocrop so grow as much as possible even though it will take a little more work and resources. Xeliherb is important to sustaining life so be cautious and make sure it lives and seeds. We might be out of contact for a long time, be safe and take care, hope for the best.",285947,2
4525,51,Enjoyed this task ,association,Higher degree,661688,1668438533013,1668437871325,female,spaceColony,1,English ,choice,636a740f2956031d8abf5bf1,637257464a20ce641e03de7d,62e8e1ca5c8e225c556e0af8,,both xeliherb and ralocrop,127149,0
4525,51,Enjoyed this task ,association,Higher degree,661688,1668438533013,1668437871325,female,spaceColony,1,English ,justification,636a740f2956031d8abf5bf1,637257464a20ce641e03de7d,62e8e1ca5c8e225c556e0af8,,"The scientists are on a far away planet. As xeliherb only grows sparsely to ensure the colonists survival ralocrop must also be cultivated. Although this will cost more, human life is more important than the costs. ",176658,1
4525,51,Enjoyed this task ,association,Higher degree,661688,1668438533013,1668437871325,female,spaceColony,1,English ,reproduction,636a740f2956031d8abf5bf1,637257464a20ce641e03de7d,62e8e1ca5c8e225c556e0af8,correlation,"Xeliherb only grows sparsely and only grows on xelifan3. However xeliherb grows in greater quantity’s when ralocrop is also growing, ralocrop is expensive to cultivate both in energy terms and water. However to ensure survival it is highly suggested that you cultivate both xeliherb & ralocrop. Good luck",286383,2
4530,33,None,association,Graduated College,137349,1668439338164,1668439200815,male,spaceColony,1,English,choice,55d35447da14d7000e95318f,63725c999b0dc8342ac6e4cf,62e8e1ca5c8e225c556e0af8,,only xeliherb,27405,0
4530,33,None,association,Graduated College,137349,1668439338164,1668439200815,male,spaceColony,1,English,justification,55d35447da14d7000e95318f,63725c999b0dc8342ac6e4cf,62e8e1ca5c8e225c556e0af8,,I would only cultivate xeliherb because that was what i was looking for in the beginning and also because ralocrop is costly like it mentioned.,55253,1
4530,33,None,association,Graduated College,137349,1668439338164,1668439200815,male,spaceColony,1,English,reproduction,55d35447da14d7000e95318f,63725c999b0dc8342ac6e4cf,62e8e1ca5c8e225c556e0af8,none,Ralocrop is more costly because it uses more water and energy resources. Xeliherb is what you need in order to survive.,40516,2
4536,23,,association,Graduated College,176495,1668439379755,1668439203260,female,spaceColony,1,English ,choice,615347ff7ff5494004c64604,63725c9c4d697151d62f0f89,62e8e1ca5c8e225c556e0af8,,both xeliherb and ralocrop,32826,0
4536,23,,association,Graduated College,176495,1668439379755,1668439203260,female,spaceColony,1,English ,justification,615347ff7ff5494004c64604,63725c9c4d697151d62f0f89,62e8e1ca5c8e225c556e0af8,,I would need both plants to grow xeliherb successfully.,25707,1
4536,23,,association,Graduated College,176495,1668439379755,1668439203260,female,spaceColony,1,English ,reproduction,615347ff7ff5494004c64604,63725c9c4d697151d62f0f89,62e8e1ca5c8e225c556e0af8,causation,"Xeliherb can only grow successfully with the simultaneous growth of a plant called ralocrop. You will need xeliherb to survive on this planet. The downfall is the cost of ralocrop and how much water and other resources it requires, but it is necessary. ",101504,2
4540,31,N/A,association,Graduated College,287140,1668439481276,1668439194136,male,spaceColony,1,English,choice,628781515f29a0394e23b15b,63725c971164d76d9689959a,62e8e1ca5c8e225c556e0af8,,only xeliherb,66886,0
4540,31,N/A,association,Graduated College,287140,1668439481276,1668439194136,male,spaceColony,1,English,justification,628781515f29a0394e23b15b,63725c971164d76d9689959a,62e8e1ca5c8e225c556e0af8,,"Focusing on only one resource, and the supplies needed to colonise one planet would be far more efficient use of finite manpower, land and energy. ",117787,1
4540,31,N/A,association,Graduated College,287140,1668439481276,1668439194136,male,spaceColony,1,English,reproduction,628781515f29a0394e23b15b,63725c971164d76d9689959a,62e8e1ca5c8e225c556e0af8,none,"Ralocrop has abundant amounts of Xeliherb, but requires food, water and energy resources to cultivate.  ",87472,2
4541,63,,association,Graduated College,290970,1668439490379,1668439199409,male,spaceColony,1,English,choice,6027b5f61ad4755b926babfe,63725c99a56dc859c3cd3290,62e8e1ca5c8e225c556e0af8,,both xeliherb and ralocrop,65551,0
4541,63,,association,Graduated College,290970,1668439490379,1668439199409,male,spaceColony,1,English,justification,6027b5f61ad4755b926babfe,63725c99a56dc859c3cd3290,62e8e1ca5c8e225c556e0af8,,"Based upon the information given, there is evidence of some sort of interdependence between the two crops and adding to diversity is, I believe a good thing.",97950,1
4541,63,,association,Graduated College,290970,1668439490379,1668439199409,male,spaceColony,1,English,reproduction,6027b5f61ad4755b926babfe,63725c99a56dc859c3cd3290,62e8e1ca5c8e225c556e0af8,causation,Xeliherb appears to grow more strongly when it is grown with ralocrop so it is likely that growing both will lead to higher yields.  Good luck!,100256,2
4500,38,Thanks ,association,Graduated College,208838,1668436769960,1668436561122,male,spaceColony,1,English,choice,5c5caa79cfdd2800011fc34f,63725241419f7d1011d00315,62e8e1ca5c8e225c556e0af8,,both xeliherb and ralocrop,58296,0
4500,38,Thanks ,association,Graduated College,208838,1668436769960,1668436561122,male,spaceColony,1,English,justification,5c5caa79cfdd2800011fc34f,63725241419f7d1011d00315,62e8e1ca5c8e225c556e0af8,,It might be costly but the yield will be higher,20128,1
4500,38,Thanks ,association,Graduated College,208838,1668436769960,1668436561122,male,spaceColony,1,English,reproduction,5c5caa79cfdd2800011fc34f,63725241419f7d1011d00315,62e8e1ca5c8e225c556e0af8,causation,We have discovered that Xeliherb grows better with Ralocrop but it takes a lot of water and resources. However we think this is the best option for higher yield in crops. This is our last message.  ,91479,2
4502,18,Keep up these studies they are interesting I'd love to do more.,association,Graduated High-school,226421,1668437363589,1668437137168,male,spaceColony,1,English,choice,6361897cbc4114b6a919fcf9,637254699b78d348538ad7c2,62e8e1ca5c8e225c556e0af8,,both xeliherb and ralocrop,30472,0
4502,18,Keep up these studies they are interesting I'd love to do more.,association,Graduated High-school,226421,1668437363589,1668437137168,male,spaceColony,1,English,justification,6361897cbc4114b6a919fcf9,637254699b78d348538ad7c2,62e8e1ca5c8e225c556e0af8,,To test if having the other plant present actually influences the higher yield or if its just correlational. After multiple tests it should be conclusive whether or not to keep growing it.,66014,1
4502,18,Keep up these studies they are interesting I'd love to do more.,association,Graduated High-school,226421,1668437363589,1668437137168,male,spaceColony,1,English,reproduction,6361897cbc4114b6a919fcf9,637254699b78d348538ad7c2,62e8e1ca5c8e225c556e0af8,causation,Xeliherb can grow without ralocrop however it has been shown to have higher yields when the two are grown together. It should be noted that ralocrop is resource and water intensive and thus its worth performing a cost benefit analysis.,79471,2
4503,26,,association,Higher degree,353684,1668437539841,1668437186157,female,spaceColony,1,english,choice,6290d31f19515090b1e92b5e,6372546939d3639da0e72657,62e8e1ca5c8e225c556e0af8,,both xeliherb and ralocrop,83284,0
4503,26,,association,Higher degree,353684,1668437539841,1668437186157,female,spaceColony,1,english,justification,6290d31f19515090b1e92b5e,6372546939d3639da0e72657,62e8e1ca5c8e225c556e0af8,,You get more xeliherb with the presence of ralocrop which would mean a bigger supply for better survival.,86421,1
4503,26,,association,Higher degree,353684,1668437539841,1668437186157,female,spaceColony,1,english,reproduction,6290d31f19515090b1e92b5e,6372546939d3639da0e72657,62e8e1ca5c8e225c556e0af8,directive-ralocrop,"xeliherb is the key to your survival. you can grow it only on your planet Xelifan-3. if you have enough water and land, grow xeliherb next to ralocrop for better crop growth of xeliherb.",142655,2
4498,25,,association,Graduated College,120726,1668436677562,1668436556836,male,spaceColony,1,English,choice,593890eac6aa16000101f037,637252415b0245770c2f0f53,62e8e1ca5c8e225c556e0af8,,both xeliherb and ralocrop,33416,0
4498,25,,association,Graduated College,120726,1668436677562,1668436556836,male,spaceColony,1,English,justification,593890eac6aa16000101f037,637252415b0245770c2f0f53,62e8e1ca5c8e225c556e0af8,,I need xeliherb either way and a high yield is associated with cultivating both. ,27657,1
4498,25,,association,Graduated College,120726,1668436677562,1668436556836,male,spaceColony,1,English,reproduction,593890eac6aa16000101f037,637252415b0245770c2f0f53,62e8e1ca5c8e225c556e0af8,none,"Xeliherb and Ralocrop are vital to your survival, please harvest as much as possible to avoid risking extinction.",42704,2
4499,60,,association,Graduated High-school,151654,1668436704630,1668436552976,male,spaceColony,1,english,choice,5c6480b5f9b6300001c9d52c,637252422bab66fe26d3651a,62e8e1ca5c8e225c556e0af8,,both xeliherb and ralocrop,41958,0
4499,60,,association,Graduated High-school,151654,1668436704630,1668436552976,male,spaceColony,1,english,justification,5c6480b5f9b6300001c9d52c,637252422bab66fe26d3651a,62e8e1ca5c8e225c556e0af8,,Because It looks like you need both to survive?,19404,1
4499,60,,association,Graduated High-school,151654,1668436704630,1668436552976,male,spaceColony,1,english,reproduction,5c6480b5f9b6300001c9d52c,637252422bab66fe26d3651a,62e8e1ca5c8e225c556e0af8,none,"There are two crops here one is gonna take a little more resources to grow then the other, but carry on!",60222,2
4501,32,,association,Graduated College,195427,1668437299645,1668437104218,male,spaceColony,1,English,choice,60abe0e084d9299849d12482,6372546aacf22167ee899585,62e8e1ca5c8e225c556e0af8,,both xeliherb and ralocrop,69287,0
4501,32,,association,Graduated College,195427,1668437299645,1668437104218,male,spaceColony,1,English,justification,60abe0e084d9299849d12482,6372546aacf22167ee899585,62e8e1ca5c8e225c556e0af8,,A high yield means greater chance of survival,24113,1
4501,32,,association,Graduated College,195427,1668437299645,1668437104218,male,spaceColony,1,English,reproduction,60abe0e084d9299849d12482,6372546aacf22167ee899585,62e8e1ca5c8e225c556e0af8,causation,Growing both deli herb and ralocrop means a high yield of xeliherb which is needed for survival but it will use more water and energy.,75211,2
4505,25,,association,Higher degree,147960,1668437941542,1668437793582,male,spaceColony,1,english,choice,60c58250ee1f8bbfd27e5c98,637254afcf5a18fce9c33b27,62e8e1ca5c8e225c556e0af8,,only xeliherb,4926,0
4505,25,,association,Higher degree,147960,1668437941542,1668437793582,male,spaceColony,1,english,justification,60c58250ee1f8bbfd27e5c98,637254afcf5a18fce9c33b27,62e8e1ca5c8e225c556e0af8,,because its the only herb i need to survive,32311,1
4505,25,,association,Higher degree,147960,1668437941542,1668437793582,male,spaceColony,1,english,reproduction,60c58250ee1f8bbfd27e5c98,637254afcf5a18fce9c33b27,62e8e1ca5c8e225c556e0af8,causation,you need xilherb to survive and in oder to get high yields you need to plant ralocrop besides the xelherb ,75872,2
4507,48,thanks a lot.,association,Higher degree,154296,1668437986747,1668437832451,male,spaceColony,1,engilish,choice,60204556a5fe01622758e71d,63725744ad4fad0e2923db84,62e8e1ca5c8e225c556e0af8,,both xeliherb and ralocrop,37411,0
4507,48,thanks a lot.,association,Higher degree,154296,1668437986747,1668437832451,male,spaceColony,1,engilish,justification,60204556a5fe01622758e71d,63725744ad4fad0e2923db84,62e8e1ca5c8e225c556e0af8,,because plant both of them can give sustainable support for human beings.,32120,1
4507,48,thanks a lot.,association,Higher degree,154296,1668437986747,1668437832451,male,spaceColony,1,engilish,reproduction,60204556a5fe01622758e71d,63725744ad4fad0e2923db84,62e8e1ca5c8e225c556e0af8,directive-ralocrop,"plant both of them can bring us enough food, so please make the right choice.",50546,2
4508,27,/,association,Higher degree,145967,1668437993284,1668437847317,male,spaceColony,1,English,choice,631a0fe0eb6a5b8c1f501d22,63725748c173cf711319b6d3,62e8e1ca5c8e225c556e0af8,,only xeliherb,36872,0
4508,27,/,association,Higher degree,145967,1668437993284,1668437847317,male,spaceColony,1,English,justification,631a0fe0eb6a5b8c1f501d22,63725748c173cf711319b6d3,62e8e1ca5c8e225c556e0af8,,That is what is needed for the colonists to survive,17517,1
4508,27,/,association,Higher degree,145967,1668437993284,1668437847317,male,spaceColony,1,English,reproduction,631a0fe0eb6a5b8c1f501d22,63725748c173cf711319b6d3,62e8e1ca5c8e225c556e0af8,directive-xeliherb,"Forget about ralocrop, it is a drain on resources, focus on xeliherb",30698,2
4513,47,,association,Graduated College,224291,1668438064431,1668437840140,male,spaceColony,1,English ,choice,62b5dd0fb9686d325c7d1f15,637257484ce8f24189e57d0e,62e8e1ca5c8e225c556e0af8,,both xeliherb and ralocrop,50398,0
4513,47,,association,Graduated College,224291,1668438064431,1668437840140,male,spaceColony,1,English ,justification,62b5dd0fb9686d325c7d1f15,637257484ce8f24189e57d0e,62e8e1ca5c8e225c556e0af8,,"If one is largely dependent on the other and we need the first to survive, I’d grow both to try to give us the best chance at survival.",59619,1
4513,47,,association,Graduated College,224291,1668438064431,1668437840140,male,spaceColony,1,English ,reproduction,62b5dd0fb9686d325c7d1f15,637257484ce8f24189e57d0e,62e8e1ca5c8e225c556e0af8,causation,Xeliherb needs ralocrop to grow and xeliherb is needed for human survival.,83932,2
4509,30,,association,Graduated College,176010,1668438008997,1668437832987,female,spaceColony,1,English,choice,5fcd709227fabfc6ca7a969e,637257432137c8204f42d4d9,62e8e1ca5c8e225c556e0af8,,both xeliherb and ralocrop,31999,0
4509,30,,association,Graduated College,176010,1668438008997,1668437832987,female,spaceColony,1,English,justification,5fcd709227fabfc6ca7a969e,637257432137c8204f42d4d9,62e8e1ca5c8e225c556e0af8,,because if it yields greater xeliherb then its worth the energy,35310,1
4509,30,,association,Graduated College,176010,1668438008997,1668437832987,female,spaceColony,1,English,reproduction,5fcd709227fabfc6ca7a969e,637257432137c8204f42d4d9,62e8e1ca5c8e225c556e0af8,causation,"xeliherb needed to survive, use ralocrop to yield more xeliherb but ralocrop uses more energy",68354,2
4510,38,,association,Higher degree,176165,1668438011497,1668437835332,male,spaceColony,1,English,choice,628f7669ee68aabf3930123b,63725745db0d5baa8803debc,62e8e1ca5c8e225c556e0af8,,both xeliherb and ralocrop,46364,0
4510,38,,association,Higher degree,176165,1668438011497,1668437835332,male,spaceColony,1,English,justification,628f7669ee68aabf3930123b,63725745db0d5baa8803debc,62e8e1ca5c8e225c556e0af8,,Higher yield would be more beneficial in the long run and allow the plant to develop quickly,34220,1
4510,38,,association,Higher degree,176165,1668438011497,1668437835332,male,spaceColony,1,English,reproduction,628f7669ee68aabf3930123b,63725745db0d5baa8803debc,62e8e1ca5c8e225c556e0af8,causation,"Harvest seeds for both species they are have a symbiotic relationship, presence of ralocrop increases xeliherb yield",78664,2
4511,22,,association,Higher degree,168705,1668438035124,1668437866419,female,spaceColony,1,English,choice,5b1ceecd2767e20001e51eaa,637257467668f01cdf086f1b,62e8e1ca5c8e225c556e0af8,,both xeliherb and ralocrop,36084,0
4511,22,,association,Higher degree,168705,1668438035124,1668437866419,female,spaceColony,1,English,justification,5b1ceecd2767e20001e51eaa,637257467668f01cdf086f1b,62e8e1ca5c8e225c556e0af8,,It would allow for an increased yield of xeliherb,23742,1
4511,22,,association,Higher degree,168705,1668438035124,1668437866419,female,spaceColony,1,English,reproduction,5b1ceecd2767e20001e51eaa,637257467668f01cdf086f1b,62e8e1ca5c8e225c556e0af8,correlation,"xeliherb has been found to grow best in the presence of ralocrop, allowing for an increased yield. Ralocrop does however require increased resources and costs. ",83533,2
4515,33,,association,Graduated College,245094,1668438082208,1668437837114,male,spaceColony,1,English,choice,5e56781c475236000bc43e20,63725744c27bee5149863e59,62e8e1ca5c8e225c556e0af8,,both xeliherb and ralocrop,38088,0
4515,33,,association,Graduated College,245094,1668438082208,1668437837114,male,spaceColony,1,English,justification,5e56781c475236000bc43e20,63725744c27bee5149863e59,62e8e1ca5c8e225c556e0af8,,"I think it would be prudent to diversify the crops. Also, I think it is worth investigating just how high the yield is for ralocrop and then decide if it is worth the additional resources it requires.",78817,1
4515,33,,association,Graduated College,245094,1668438082208,1668437837114,male,spaceColony,1,English,reproduction,5e56781c475236000bc43e20,63725744c27bee5149863e59,62e8e1ca5c8e225c556e0af8,causation,Essential to cultivate xeliherb immediately. It is vital for our survival. Ralocrop has been identified to produce xeliherb in high yields but requires high resources. Be careful,94358,2
4516,31,,association,Graduated High-school,253229,1668438089039,1668437835810,female,spaceColony,1,English,choice,5dcffe19c23e0d0f728c647a,63725745f43c0b9e174f01c0,62e8e1ca5c8e225c556e0af8,,both xeliherb and ralocrop,96461,0
4516,31,,association,Graduated High-school,253229,1668438089039,1668437835810,female,spaceColony,1,English,justification,5dcffe19c23e0d0f728c647a,63725745f43c0b9e174f01c0,62e8e1ca5c8e225c556e0af8,,The colonists need xeliherb to survive so there's no choice.,39383,1
4516,31,,association,Graduated High-school,253229,1668438089039,1668437835810,female,spaceColony,1,English,reproduction,5dcffe19c23e0d0f728c647a,63725745f43c0b9e174f01c0,62e8e1ca5c8e225c556e0af8,nonsense,"To survive you need xeliherb, you need ralocrop to harvest it which is costly and uses resources but necessary.",58051,2
4518,40,,association,Graduated College,314051,1668438153639,1668437839589,female,spaceColony,1,english,choice,5f0d962b96a8fa000871c68c,637257485bc1140e4f5f5cc6,62e8e1ca5c8e225c556e0af8,,both xeliherb and ralocrop,41738,0
4518,40,,association,Graduated College,314051,1668438153639,1668437839589,female,spaceColony,1,english,justification,5f0d962b96a8fa000871c68c,637257485bc1140e4f5f5cc6,62e8e1ca5c8e225c556e0af8,,i've assumed these are some of the only crops available so the more the better,44131,1
4518,40,,association,Graduated College,314051,1668438153639,1668437839589,female,spaceColony,1,english,reproduction,5f0d962b96a8fa000871c68c,637257485bc1140e4f5f5cc6,62e8e1ca5c8e225c556e0af8,nonsense,We have found 2 new crops that will be excellent to cultivate! They are both healthy and delicious but ralocrop has more health benefits almost double vitamins than xeliherb although it will be less cost efficient we think they are both worth harvesting,194850,2
4517,33,,association,Graduated College,267136,1668438102419,1668437835283,male,spaceColony,1,English,choice,5ab041e6f69e940001d893a1,63725747da8df20d4b3f2e8e,62e8e1ca5c8e225c556e0af8,,only xeliherb,60470,0
4517,33,,association,Graduated College,267136,1668438102419,1668437835283,male,spaceColony,1,English,justification,5ab041e6f69e940001d893a1,63725747da8df20d4b3f2e8e,62e8e1ca5c8e225c556e0af8,,I don't want to spend to much resources cultivating ,100897,1
4517,33,,association,Graduated College,267136,1668438102419,1668437835283,male,spaceColony,1,English,reproduction,5ab041e6f69e940001d893a1,63725747da8df20d4b3f2e8e,62e8e1ca5c8e225c556e0af8,directive-xeliherb,cultivating ralocrop takes to much resources focus on cultivating xeliherb,69695,2
4519,33,,association,Graduated College,183474,1668438156150,1668437972676,female,spaceColony,1,English,choice,5d31dc6e42678e001a0bdedd,63725746a8de1e852cbcdb24,62e8e1ca5c8e225c556e0af8,,both xeliherb and ralocrop,82512,0
4519,33,,association,Graduated College,183474,1668438156150,1668437972676,female,spaceColony,1,English,justification,5d31dc6e42678e001a0bdedd,63725746a8de1e852cbcdb24,62e8e1ca5c8e225c556e0af8,,So that i can have a variety of plants on the planet ,33586,1
4519,33,,association,Graduated College,183474,1668438156150,1668437972676,female,spaceColony,1,English,reproduction,5d31dc6e42678e001a0bdedd,63725746a8de1e852cbcdb24,62e8e1ca5c8e225c556e0af8,none,ralocrop need a lot of water and energy to grow ,49754,2
4521,44,,association,Higher degree,354453,1668438192792,1668437838339,male,spaceColony,1,english,choice,63174af7d57182f9bf90c094,637257498a0795e6e1899586,62e8e1ca5c8e225c556e0af8,,both xeliherb and ralocrop,96352,0
4521,44,,association,Higher degree,354453,1668438192792,1668437838339,male,spaceColony,1,english,justification,63174af7d57182f9bf90c094,637257498a0795e6e1899586,62e8e1ca5c8e225c556e0af8,,"Due to the colonists reliance of xeliherb seeds and the dependance beween xeliherb and ralocrop in order to produce a high yeld, it is justifiable to put the extra effort into growing ralocrop as well.",134875,1
4521,44,,association,Higher degree,354453,1668438192792,1668437838339,male,spaceColony,1,english,reproduction,63174af7d57182f9bf90c094,637257498a0795e6e1899586,62e8e1ca5c8e225c556e0af8,causation,Xeliherb seeds will assure colonists survival but high yeld of xeliherb is dependant of growth of ralocrop which is costly but essential to grow,100714,2
4523,61,,association,Graduated College,438368,1668438322912,1668437884544,female,spaceColony,1,English ,choice,5c72aec2aa7a7700018f25c8,63725745fad951b89323dbb6,62e8e1ca5c8e225c556e0af8,,both xeliherb and ralocrop,97889,0
4523,61,,association,Graduated College,438368,1668438322912,1668437884544,female,spaceColony,1,English ,justification,5c72aec2aa7a7700018f25c8,63725745fad951b89323dbb6,62e8e1ca5c8e225c556e0af8,,"As the survival of the colony is contingent upon xeliherb it is important to guarantee a high crop yield. Furthermore, there is no mention of limited funds to apply to the cultivation of ralocrop. ",134250,1
4523,61,,association,Graduated College,438368,1668438322912,1668437884544,female,spaceColony,1,English ,reproduction,5c72aec2aa7a7700018f25c8,63725745fad951b89323dbb6,62e8e1ca5c8e225c556e0af8,causation,"You will need to grow xeliherb to survive. Growing ralocrop as well will produce a higher yield but will will incur greater cost in water, etc. ",160299,2
4520,63,,association,Graduated High-school,333978,1668438173587,1668437839609,female,spaceColony,1,English,choice,5e356b29d87fbf512a4cd090,637257484ce8f24189e57d0c,62e8e1ca5c8e225c556e0af8,,only xeliherb,87976,0
4520,63,,association,Graduated High-school,333978,1668438173587,1668437839609,female,spaceColony,1,English,justification,5e356b29d87fbf512a4cd090,637257484ce8f24189e57d0c,62e8e1ca5c8e225c556e0af8,,"I would start with xeliherb to ensure survival, and consider the other later.",67101,1
4520,63,,association,Graduated High-school,333978,1668438173587,1668437839609,female,spaceColony,1,English,reproduction,5e356b29d87fbf512a4cd090,637257484ce8f24189e57d0c,62e8e1ca5c8e225c556e0af8,directive-xeliherb,"Grow xeliherb to survive, and then eventually grow ralocrop which you will need more resources to grow.",142336,2
4526,43,"Interesting study, thanks!",association,Higher degree,789728,1668438638206,1668437848478,male,spaceColony,1,English,choice,5b0f33dd1e55760001b9a9ce,637257489b6a72e481086ebb,62e8e1ca5c8e225c556e0af8,,both xeliherb and ralocrop,172044,0
4526,43,"Interesting study, thanks!",association,Higher degree,789728,1668438638206,1668437848478,male,spaceColony,1,English,justification,5b0f33dd1e55760001b9a9ce,637257489b6a72e481086ebb,62e8e1ca5c8e225c556e0af8,,"Based on the information provided, it sounds like xeliherb would be easier to cultivate if there was also ralocrop present, so attempting to cultivate xeliherb on its own may not be that fruitful.  Therefore, even thought ralocrop is more expensive and requires more resources to produce, it sounds like it would pay off in the increased xeliherb that would result, and therefore it would be a good investment. ",152588,1
