submission_id,age,comments,condition,education,experiment_duration,experiment_end_time,experiment_start_time,gender,itemName,itemNr,languages,prolific_pid,prolific_session_id,prolific_study_id,decision,responseTimeDecision,trialNR,justification,responseTimeJustifcation,version
4060,45,NA,deniedCausation,Higher degree,122341,1659436011528,1659435889187,female,spaceColony,1,english,5b49081c03732f000161ef3d,62e8fb65914c95d2bf5a8d13,62e8e1ca5c8e225c556e0af8,both,53862,0,I would plant both to ensure the success of growing the herb as it my rely on the other,42299,pilot-1a
4059,20,NA,deniedCausation,Graduated High-school,111975,1659436007663,1659435895688,female,spaceColony,1,english,60fd12eab6dac53a20ab86ab,62e8fb74dcdcb2b525d455ac,62e8e1ca5c8e225c556e0af8,both,39803,0,If both seem to be growing together there seems to be no harm in growing both. altthough the evidence is correlational and causation isn't guaranteed it's worth a try,50929,pilot-1a
4058,29,NA,deniedCausation,Graduated College,100853,1659436001744,1659435900891,female,spaceColony,1,english,5d67bc65aa0252001bb1a8fc,62e8fb791d0c94a199c9f884,62e8e1ca5c8e225c556e0af8,both,51442,0,why settle for one when you can successfully grow two different things which in time may benefit more,30429,pilot-1a
4057,53,NA,deniedCausation,Higher degree,100584,1659436000368,1659435899784,female,spaceColony,1,english,60958703435bee5cf34d9e32,62e8fb7160bc311aa045b842,62e8e1ca5c8e225c556e0af8,both,38630,0,its best to diversify and the second crop may end up being the better one in the end,33538,pilot-1a
4056,49,Good luck with your research,deniedCausation,Graduated College,105709,1659435998866,1659435893157,male,spaceColony,1,English,5bb6faf4f6d0bd00019e12f4,62e8fb6c6d01170ea30dbbdf,62e8e1ca5c8e225c556e0af8,both,28920,0,"New planet, uncertain ecosystem. There may well be something the scientists missed, especially over such a short time. Unless we all have Star-Trek type instant analysis technology, it would pay to be cautious.",48472,pilot-1a
4055,20,NA,deniedCausation,Graduated College,103373,1659435998235,1659435894862,male,spaceColony,1,English,6083e4575dc56d8ed869d70f,62e8fb749763e37694c77dab,62e8e1ca5c8e225c556e0af8,both,20789,0,"Although there is not significant evidence to link them together, there is still evidence that one is found where the other is. At the least, by growing them together, we may better understand the relationship between the two.",62634,pilot-1a
4054,39,None,deniedCausation,Higher degree,111866,1659436002457,1659435890591,female,spaceColony,1,English,605e491b152b38b079a9ca7c,62e8fb63d4dc8967c10dbbe5,62e8e1ca5c8e225c556e0af8,both,32243,0,"Useful to cultivate both, then you have a better chance of harvesting a crop in case one fails.",44159,pilot-1a
4053,30,NA,deniedCausation,Graduated College,100147,1659436000450,1659435900303,male,spaceColony,1,English,6171a2b0fe9fb7af0052c2c2,62e8fb756369174424204b7a,62e8e1ca5c8e225c556e0af8,single,40270,0,"There's no evidence to support it, so it's not feasible to proceed with cultivating the two plants when we could use the limited space to cultivate just one. (I'm sorry I don't remember the name of those plants).",37896,pilot-1a
4052,29,NA,deniedCausation,Higher degree,90841,1659436000239,1659435909398,female,spaceColony,1,English,61749f788945674b295239b9,62e8fb7f2859fdc62a820676,62e8e1ca5c8e225c556e0af8,both,31541,0,There is less chance of not getting enough xeliherb if I cultivate both,40090,pilot-1a
4051,22,NA,deniedCausation,Graduated College,100304,1659435971820,1659435871516,male,spaceColony,1,English,6040ba427ef1082f7a904328,62e8fb732138fdc49f107715,62e8e1ca5c8e225c556e0af8,both,49494,0,increased chances of having 2 types of crop instead of just 1,35747,pilot-1a
4050,26,NA,deniedCausation,Graduated College,92805,1659435999337,1659435906532,female,spaceColony,1,Zulu,60460afa467ff102d3c5b9f6,62e8fb6f46ce293c002150cf,62e8e1ca5c8e225c556e0af8,both,33143,0,"even though the other plant is not proven to yield more xeliherb, it is worth taking the chance.",33085,pilot-1a
4049,35,NA,deniedCausation,Higher degree,104164,1659435997264,1659435893100,female,spaceColony,1,English,5d1f9776676cd1001580ae9c,62e8fb702a9a7b1738e5aac8,62e8e1ca5c8e225c556e0af8,both,38819,0,Whilst there is no evidence that the cultivation of both produces a higher yield of xeliherb there is an association,38137,pilot-1a
4048,42,NA,deniedCausation,Graduated College,91185,1659435995621,1659435904436,female,spaceColony,1,English,60ff262e247d3041dc2c35af,62e8fb7a044ed42be75a8d8a,62e8e1ca5c8e225c556e0af8,single,29296,0,Greater chance of survival,9865,pilot-1a
4047,29,NA,deniedCausation,Graduated College,114965,1659435988031,1659435873066,female,spaceColony,1,English,5f845975ee4ea208a43f22c0,62e8fb5b14662437a3b3bf42,62e8e1ca5c8e225c556e0af8,single,61175,0,As it states it may not be linked,18755,pilot-1a
4046,36,NA,deniedCausation,Graduated College,106072,1659435980224,1659435874152,female,spaceColony,1,"English, Spanish",598b108e504c5200011964a1,62e8fb5db0138a0e428d6325,62e8e1ca5c8e225c556e0af8,both,47326,0,"Because if it is absolutely needed for survival, having more is more important than having better crops.",29938,pilot-1a
4045,36,NA,deniedCausation,Graduated High-school,107673,1659435978177,1659435870504,female,spaceColony,1,english,5ec4d646fa93e03ce31dc34e,62e8fb57cd946bf9c30211ab,62e8e1ca5c8e225c556e0af8,both,33842,0,I would choose to use both so you never have to fully rely on one crop should something happen to that particular crop,47327,pilot-1a
4044,33,NA,deniedCausation,Higher degree,70114,1659435974849,1659435904735,female,spaceColony,1,English,5bce0de5ac83310001b93d17,62e8fb7d601502538d26e730,62e8e1ca5c8e225c556e0af8,single,33789,0,Because there wasn't evidence that cultivating both would result in a higher yield of the former,20863,pilot-1a
4043,48,none,deniedCausation,Graduated High-school,99113,1659435971427,1659435872314,female,spaceColony,1,english,5a986d1789de8200013ef74e,62e8fb5abc3dae7267e5aa8c,62e8e1ca5c8e225c556e0af8,both,45959,0,i thought the expaination was contradictory so thought better to ere on the side of caution,24554,pilot-1a
4042,50,NA,deniedCausation,Higher degree,89197,1659435969444,1659435880247,male,spaceColony,1,English,59e4b3a1896cfc0001921095,62e8fb646369174424204b78,62e8e1ca5c8e225c556e0af8,single,37350,0,There is no current evidence that cultivating both with help.,25501,pilot-1a
4041,34,NA,deniedCausation,Graduated High-school,71321,1659435964628,1659435893307,male,spaceColony,1,English,5ed0c66875039f000b4e3897,62e8fb7037b80216c29c33be,62e8e1ca5c8e225c556e0af8,single,34693,0,It has been proven and I would not take the risk with the other,13206,pilot-1a
4040,46,NA,deniedCausation,Graduated High-school,94183,1659435958987,1659435864804,female,spaceColony,1,English,5ced66139b5b490001b688ed,62e8fb536c7851c5ed24d596,62e8e1ca5c8e225c556e0af8,both,47258,0,I think it would be better to grow both,15925,pilot-1a
4039,40,NA,deniedCausation,Did not graduate High-school,82311,1659435957167,1659435874856,female,spaceColony,1,English,5c8acd990e37fb0001006bdf,62e8fb596ffc7bf3136d1ee4,62e8e1ca5c8e225c556e0af8,both,34898,0,With both might make it an easy process,18942,pilot-1a
4038,24,NA,deniedCausation,Graduated High-school,71157,1659435955812,1659435884655,female,spaceColony,1,English,5e4c4949d7a02705c4f70ebb,62e8fb5dd4dc8967c10dbbe3,62e8e1ca5c8e225c556e0af8,both,31987,0,If it doesn't help then the same amount would grow anyway,20073,pilot-1a
4037,38,NA,deniedCausation,Graduated High-school,60146,1659435943636,1659435883490,female,spaceColony,1,English,60b61b37f7c3bafca8fb7bc7,62e8fb65975eb3b30624b5dd,62e8e1ca5c8e225c556e0af8,both,23203,0,I believe this would be the better option- still can fail,20837,pilot-1a
4036,46,NA,deniedCausation,Graduated College,42578,1659435936904,1659435894326,female,spaceColony,1,E~nglish,59f8b44d07e3780001ccd7b5,62e8fb712ee335db2206de08,62e8e1ca5c8e225c556e0af8,both,12129,0,it seems to exist well with the other crop,10311,pilot-1a
4035,34,NA,commonCause,Graduated College,73000,1659431580053,1659431507053,male,spaceColony,1,English,5b2150d538b0be00014137fb,62e8e6877d433ce30ac9f82a,62e8e1ca5c8e225c556e0af8,both,8628,0,"Without ralocrop, there wouldn't be much xeliherb as it's usually very sparsely found, so to help increase high yields of it ralocorp is necessary to help supply the colony well into the future.",53281,pilot-1a
4034,46,NA,intervention,Higher degree,1064845,1659431458384,1659430393539,female,spaceColony,1,English,60e82765bb9a177ed3c0f192,62e8e5f396927a260c0dff89,62e8e1ca5c8e225c556e0af8,both,38214,0,High yield when the other plant was cultivated too,65125,pilot-1a
4033,30,NA,intervention,Graduated High-school,68820,1659431436402,1659431367582,male,spaceColony,1,English,62a1dba8defff834dcdff45a,62e8e9be03b7dd9cd7f450bf,62e8e1ca5c8e225c556e0af8,both,32460,0,More ralocrop means more xeliherb,16772,pilot-1a
4032,27,NA,association,Graduated College,78590,1659430918758,1659430840168,female,spaceColony,1,English,6147e9ef7eb01e5f449aa09f,62e8e7212cd84240d1013147,62e8e1ca5c8e225c556e0af8,both,27122,0,There would be a more reliable supply and larger crop in the presence of the other plant,30169,pilot-1a
4031,47,NA,commonCause,Higher degree,234483,1659430896655,1659430662172,female,spaceColony,1,English,56a757b25ad8d9000596ddcc,62e8e68bb4fcb266a226e6da,62e8e1ca5c8e225c556e0af8,both,31865,0,The other herb grows on fertile ground and could have future benefits for the planet. It may be that the other herb improves the soil quality which will ensure that the essential herb could thrive,168521,pilot-1a
4030,41,NA,commonCause,Graduated College,198983,1659430896835,1659430697852,female,spaceColony,1,English,60e0b6b5216c7c852952c198,62e8e72221059221df0dffa4,62e8e1ca5c8e225c556e0af8,both,135635,0,One requires the presence of the other to succeed,24429,pilot-1a
4029,70,None,commonCause,Graduated College,189715,1659430891044,1659430701329,male,spaceColony,1,English,5c116a5669555600014a6618,62e8e726e16f1d1476204b53,62e8e1ca5c8e225c556e0af8,both,44883,0,There is a liklihood that a symbiotic relationship could be evident in promoting the desired crop. It will therfore only grow as apair.,95648,pilot-1a
4028,61,NA,association,Graduated High-school,189565,1659430881861,1659430692296,male,spaceColony,1,English,5c0900bd444be20001a3538f,62e8e71ced77e32b6fafea0c,62e8e1ca5c8e225c556e0af8,single,58280,0,"There was very little information concerning the second crop i.e. does one help the other to grow, can they both be consumed. Therefore I decided to go with the essential crop only.",88858,pilot-1a
4027,38,NA,commonCause,Graduated College,174177,1659430869241,1659430695064,female,spaceColony,1,English,5db40672d496c8000ed780d5,62e8e72118b88f99b90516e7,62e8e1ca5c8e225c556e0af8,both,96983,0,As this would allow for more of the Xeliherb to be produced.,37541,pilot-1a
4026,38,NA,association,Graduated College,294793,1659430868170,1659430573377,female,spaceColony,1,"English, Irish",60e73f446fb8607ef2d6058a,62e8e69d4a17b1200df450a9,62e8e1ca5c8e225c556e0af8,both,44752,0,"higher yields are expected with the crop combo, one of these crop is necessary for the colonists survival but the other crop is necessary for the the survival crop to thrive.",225567,pilot-1a
4025,47,NA,intervention,Graduated College,160465,1659430854534,1659430694069,female,spaceColony,1,English,5aeb685123e2ca00019744a9,62e8e71f2fe271cd7af52589,62e8e1ca5c8e225c556e0af8,both,77093,0,"Because a higher yield is expected when both crops are cultivated, so there is more available for the colonists.",46942,pilot-1a
4024,58,NA,commonCause,Graduated College,167071,1659430842491,1659430675420,female,spaceColony,1,English,5ff8c68fc5981415ef56e313,62e8e70ed146a8f277afea19,62e8e1ca5c8e225c556e0af8,both,54068,0,Xeliherb is essential for life and could potentially need the ralocrop to survive. Too risky to only harvest the xeliherb.,81994,pilot-1a
4023,47,NA,commonCause,Graduated College,203417,1659430828434,1659430625017,female,spaceColony,1,english,60e771826453c010d62b89b4,62e8e6dbf8e02533e00dbba6,62e8e1ca5c8e225c556e0af8,both,136606,0,Double the food yield,14141,pilot-1a
4022,26,NA,commonCause,Graduated High-school,165843,1659430821003,1659430655160,female,spaceColony,1,Zulu,5f9197ba39d009000b3d9268,62e8e69d1321d26fcdc5b952,62e8e1ca5c8e225c556e0af8,both,66497,0,Both plants are needed for a high yield of the crops,36388,pilot-1a
4021,44,NA,association,Higher degree,151150,1659430812846,1659430661696,female,spaceColony,1,English,5b992c8728eabf0001aa0723,62e8e6f9c1f7dff74262d44d,62e8e1ca5c8e225c556e0af8,single,67449,0,Because correlation does not equal causation.,57025,pilot-1a
4020,31,Thank you for letting me take part!,intervention,Higher degree,230042,1659430804577,1659430574535,male,spaceColony,1,English,5f9dcd7eaae8a33422a97b88,62e8e6a93b10cfcad7d6cfd6,62e8e1ca5c8e225c556e0af8,both,30333,0,"I do think that if we are able to get a high yield of xeliherb with ralocrop, then ralocrop should be made. It would be interesting to know if there are any negative downsides to cultivate ralocrop, but this was not mentioned in the scenario (otherwise I could see this affecting my choice!)",148102,pilot-1a
4019,32,None,commonCause,Graduated College,144799,1659430792883,1659430648084,female,spaceColony,1,English,5f68d4f41c1e25056cbc6323,62e8e6f32255cebb63013136,62e8e1ca5c8e225c556e0af8,both,79400,0,I would hope we could locate the fertile grounds in order to get a higher yield,37558,pilot-1a
4018,60,NA,intervention,Graduated High-school,106209,1659430788834,1659430682625,female,spaceColony,1,english,55f5e49232af7400101704cb,62e8e711acfd097caac5b944,62e8e1ca5c8e225c556e0af8,both,44513,0,to give a higher yeild,27472,pilot-1a
4017,33,NA,association,Graduated High-school,141963,1659430776505,1659430634542,female,spaceColony,1,English,614da5a3ee49f497776bc9c3,62e8e6e11321d26fcdc5b95d,62e8e1ca5c8e225c556e0af8,both,71639,0,Because it is needed to survive.,24947,pilot-1a
4016,50,NA,association,Graduated College,276238,1659430777313,1659430501075,male,spaceColony,1,English,60bf3ce784b030603291417b,62e8e65fb387a5bfc45cee1e,62e8e1ca5c8e225c556e0af8,both,106132,0,"The text given states Xeliherb grows sparsely on the planet however with the ""presence"" of Ralocrop a greater yield seen from those crops - therefore it would make sense to plant both crops to maximise yield",134673,pilot-1a
4015,32,NA,commonCause,Graduated High-school,97510,1659430753328,1659430655818,female,spaceColony,1,English,5c670d558654fe00018d4aef,62e8e6eb58fcaed7e5c77d9a,62e8e1ca5c8e225c556e0af8,both,37913,0,To give us the best chance of producing a higher yield and therefore more survival.,34254,pilot-1a
4014,38,NA,commonCause,Higher degree,118869,1659430751745,1659430632877,female,spaceColony,1,English,5973a2a29ffbd500014af4b7,62e8e6e18f610d2b7519087a,62e8e1ca5c8e225c556e0af8,both,50951,0,"Because we want to get a high yield and if we are cultivating anyway, its not much more work than just doing one plant",47365,pilot-1a
4013,24,NA,intervention,Higher degree,214698,1659430749309,1659430534611,female,spaceColony,1,English,614d0a108b85e406c15575a1,62e8e681c1dc61c799acb932,62e8e1ca5c8e225c556e0af8,both,157446,0,over supply,34713,pilot-1a
4012,50,NA,commonCause,Graduated College,130377,1659430747903,1659430617526,female,spaceColony,1,English,5c56eb0e59095a0001bac969,62e8e6d2b7d4aba7d66d1ed2,62e8e1ca5c8e225c556e0af8,both,70272,0,You may find a use for the extra plant and it gives you a better yield for the first plant if grown together.,30220,pilot-1a
4011,39,NA,intervention,Graduated College,79174,1659430746392,1659430667218,female,spaceColony,1,ENGLISH,58c6984e93dac30001d49d33,62e8e667c3ae3693798402b5,62e8e1ca5c8e225c556e0af8,both,25898,0,TO HELP THE GROWTH OF BOTH SEEDS SO THE COLONY CAN SURVIVE,30149,pilot-1a
4010,35,NA,intervention,Graduated High-school,66351,1659430735628,1659430669277,male,spaceColony,1,English,600baa04316e2625eff0e27b,62e8e70c1321d26fcdc5b963,62e8e1ca5c8e225c556e0af8,both,24497,0,"Provided the scouts' observations were correct, it would increase the yield of xeliherbs.",25553,pilot-1a
4009,50,NA,intervention,Graduated High-school,90173,1659430736169,1659430645996,female,spaceColony,1,English,60d9b145a32eaa6cf61d1d07,62e8e6ed1321d26fcdc5b95e,62e8e1ca5c8e225c556e0af8,both,43376,0,Because it was more effective to grow both,21332,pilot-1a
4008,32,NA,intervention,Graduated College,110594,1659430733655,1659430623061,female,spaceColony,1,English,561b942e811d22000af314b4,62e8e6d58315aa09f75e582a,62e8e1ca5c8e225c556e0af8,both,24294,0,Would be able to cultivate more if cultivate the other herb too. Higher yield is obviously better.,60150,pilot-1a
4007,37,NA,association,Graduated High-school,139823,1659430728670,1659430588847,female,spaceColony,1,English,5c2a799737ae5200017c7712,62e8e6b70195952def2328dd,62e8e1ca5c8e225c556e0af8,single,58222,0,I wouldnt want to steal anything from the other planet so we can plant and grow what we have.,56332,pilot-1a
4006,22,NA,commonCause,Graduated College,207799,1659430728103,1659430520304,female,spaceColony,1,English,615422c2f63559a065a307cd,62e8e6729341b56b7324d51e,62e8e1ca5c8e225c556e0af8,single,46046,0,This is the essential crop and the other crop can only be grown on fertile ground so would be more effort for the same reward,32097,pilot-1a
4005,43,NA,commonCause,Graduated High-school,104972,1659430727115,1659430622143,female,spaceColony,1,2,614a43667262f5c9b6f3d394,62e8e6d80e27e551221f1b0a,62e8e1ca5c8e225c556e0af8,both,45810,0,Because hou can't have one without the other,27163,pilot-1a
4004,27,NA,commonCause,Higher degree,58390,1659430703522,1659430645132,female,spaceColony,1,english,5c8bfcd7e5265900010d7ba6,62e8e702b83519e717d45567,62e8e1ca5c8e225c556e0af8,both,30329,0,because it has a better chance.,10289,pilot-1a
4003,21,NA,intervention,Graduated High-school,201592,1659430722171,1659430520579,female,spaceColony,1,Tshivenda,60bc048c07377c416229a75b,62e8e66ea754aaa8d9088004,62e8e1ca5c8e225c556e0af8,single,86648,0,So that it last if I cultivate both they might both go extinct,68401,pilot-1a
4002,33,NA,commonCause,Graduated College,191493,1659430722141,1659430530648,male,spaceColony,1,NA,60e4792eea7f4184a852df87,62e8e67ca2981250cf60db1a,62e8e1ca5c8e225c556e0af8,both,43764,0,Both plants would come in useful to the survival of the colonists,124708,pilot-1a
4001,31,NA,association,Higher degree,45752,1659430719669,1659430673917,female,spaceColony,1,NA,5d4934304c12d50015ec3e1f,62e8e70f07043f56e826e6cc,62e8e1ca5c8e225c556e0af8,both,24250,0,hedging my bets that one will succeeed,12070,pilot-1a
4000,54,NA,commonCause,Graduated College,181111,1659430715856,1659430534745,male,spaceColony,1,English,5cfd2f7290cc5d001a9b5379,62e8e67f03024d4a5f4b1f9b,62e8e1ca5c8e225c556e0af8,single,113733,0,There was no information about fertile grounds being available,41094,pilot-1a
3999,31,NA,commonCause,Higher degree,92360,1659430712667,1659430620307,female,spaceColony,1,English,6085bad470c7df1f97372345,62e8e6d7ffb24787bbc9f826,62e8e1ca5c8e225c556e0af8,both,27799,0,Cultivating both plants would ensure the xelifin plant strives ensuring the survival of my colony,48085,pilot-1a
3998,37,NA,commonCause,Higher degree,83525,1659430712233,1659430628708,female,spaceColony,1,English,6133bc4cf906a2505e6e2769,62e8e6da13868acda5d6cfca,62e8e1ca5c8e225c556e0af8,both,37057,0,Seems like the most sensible approach.,17304,pilot-1a
3997,63,NA,commonCause,NA,102024,1659430700038,1659430598014,female,spaceColony,1,English,5f0c1a707e7006024f0a5315,62e8e6be3990bfa47b4ce6d2,62e8e1ca5c8e225c556e0af8,both,47748,0,As the 2 crops planted together should produce a higher yield than just the 1,30379,pilot-1a
3996,21,NA,association,Graduated College,114370,1659430696654,1659430582284,male,spaceColony,1,English,5e076044dc265f0d23386aae,62e8e6b11e171360f1f450a7,62e8e1ca5c8e225c556e0af8,both,25860,0,This should give a greater yield of the crop we want and we might risk extinction for that crop we want in the option where we only cultivate the crop we want.,66028,pilot-1a
3995,33,NA,intervention,Higher degree,81655,1659430696202,1659430614547,female,spaceColony,1,English,5ec928d79b4696434b52ed6d,62e8e6d260d135ad9fafe9fe,62e8e1ca5c8e225c556e0af8,both,44378,0,growing both crops seems to give a better chance of the xeliherb growing successfully,20002,pilot-1a
3994,28,NA,commonCause,Higher degree,126354,1659430689981,1659430563627,female,spaceColony,1,English,6107d47aa8809d6bd6ac6a07,62e8e69e8cb56c4e528d62b3,62e8e1ca5c8e225c556e0af8,both,36128,0,Rhelicrop only grows on fertile land and xeliherb is associated with the growth of that suggesting it also needs fertile land. Growing them both together obviously provide a needed ecosystem for successful growth,69335,pilot-1a
