submission_id,age,comments,condition,education,experiment_duration,experiment_end_time,experiment_start_time,gender,itemName,itemNr,justification,languages,prolific_pid,prolific_session_id,prolific_study_id,response,responseTime,trialNR
4178,26,,association,Graduated High-school,199005,1659698609807,1659698410802,male,spaceColony,1,NA,English,601951245f481e000980504f,62ecfce7ab4843a5fdded912,62e8e1ca5c8e225c556e0af8,only xeliherb,74936,0
4178,26,,association,Graduated High-school,199005,1659698609807,1659698410802,male,spaceColony,1,"We just arrived, a practical cultivation is more feasible ",English,601951245f481e000980504f,62ecfce7ab4843a5fdded912,62e8e1ca5c8e225c556e0af8,NA,87362,1
4184,35,,commonCause,Graduated High-school,55692,1659698684863,1659698629171,female,spaceColony,1,NA,English ,608d0b8564a860a83b865ff2,62ecfdc0796d9b1c29960333,62e8e1ca5c8e225c556e0af8,only xeliherb,35596,0
4184,35,,commonCause,Graduated High-school,55692,1659698684863,1659698629171,female,spaceColony,1,As that’s what we need ,English ,608d0b8564a860a83b865ff2,62ecfdc0796d9b1c29960333,62e8e1ca5c8e225c556e0af8,NA,6988,1
4191,53,,deniedCausation,Graduated College,294348,1659698702486,1659698408138,male,spaceColony,1,NA,English,56fd111d581aa6000f54d061,62ecfce241589ca925d391f7,62e8e1ca5c8e225c556e0af8,both xeliherb and ralocrop,85447,0
4191,53,,deniedCausation,Graduated College,294348,1659698702486,1659698408138,male,spaceColony,1,"The plant is critical to survival and grows sparsely, so although it's costly in terms of resources, i think it's better to play it safe and use the extra resources.",English,56fd111d581aa6000f54d061,62ecfce241589ca925d391f7,62e8e1ca5c8e225c556e0af8,NA,163997,1
4200,57,none,intervention,Graduated College,75545,1659698718918,1659698643373,female,spaceColony,1,NA,english,5f61f7f59df6ca1bfe6a8a89,62ecfdcbcdcc26e0c1ec5143,62e8e1ca5c8e225c556e0af8,both xeliherb and ralocrop,43984,0
4200,57,none,intervention,Graduated College,75545,1659698718918,1659698643373,female,spaceColony,1,both gives you better options,english,5f61f7f59df6ca1bfe6a8a89,62ecfdcbcdcc26e0c1ec5143,62e8e1ca5c8e225c556e0af8,NA,13416,1
4216,,,deniedCausation,,107189,1659698747376,1659698640187,,spaceColony,1,NA,,5dcca657854936945d68eaa9,62ecfdcc25efb24f2066f888,62e8e1ca5c8e225c556e0af8,only xeliherb,61054,0
4216,,,deniedCausation,,107189,1659698747376,1659698640187,,spaceColony,1,It is the main goal - stick to the plan.,,5dcca657854936945d68eaa9,62ecfdcc25efb24f2066f888,62e8e1ca5c8e225c556e0af8,NA,13370,1
4229,38,,association,Graduated College,121427,1659698762686,1659698641259,male,spaceColony,1,NA,english,62c5d1d54710819b63aceb4e,62ecfdcc38324beb65c2c20e,62e8e1ca5c8e225c556e0af8,only xeliherb,75730,0
4229,38,,association,Graduated College,121427,1659698762686,1659698641259,male,spaceColony,1,due to the cost and resources required for both. I would save the other one for when we were more developed and stable,english,62c5d1d54710819b63aceb4e,62ecfdcc38324beb65c2c20e,62e8e1ca5c8e225c556e0af8,NA,26625,1
4182,27,,commonCause,Graduated High-school,253138,1659698666972,1659698413834,female,spaceColony,1,NA,English,5c637726938ac700011f45cf,62ecfce56286639868ead407,62e8e1ca5c8e225c556e0af8,both xeliherb and ralocrop,204307,0
4182,27,,commonCause,Graduated High-school,253138,1659698666972,1659698413834,female,spaceColony,1,More chance of survival if we took the chance to get a higher yield,English,5c637726938ac700011f45cf,62ecfce56286639868ead407,62e8e1ca5c8e225c556e0af8,NA,27334,1
4192,47,,association,Higher degree,73614,1659698702467,1659698628853,female,spaceColony,1,NA,English,5cde8864a147210015aefe63,62ecfdbf8040abefc6ec5132,62e8e1ca5c8e225c556e0af8,both xeliherb and ralocrop,19052,0
4192,47,,association,Higher degree,73614,1659698702467,1659698628853,female,spaceColony,1,I would need to cultivate both in order for the main one I need to thrive. Without this the main one needed would not grow successfully,English,5cde8864a147210015aefe63,62ecfdbf8040abefc6ec5132,62e8e1ca5c8e225c556e0af8,NA,32068,1
4198,32,,deniedCausation,Graduated College,82577,1659698714694,1659698632117,female,spaceColony,1,NA,English,6020329e88ba9160b200b96b,62ecfdc3cbc7654cf02396bd,62e8e1ca5c8e225c556e0af8,only xeliherb,39482,0
4198,32,,deniedCausation,Graduated College,82577,1659698714694,1659698632117,female,spaceColony,1,Less time and resources wasted in rather than trying to grow both.,English,6020329e88ba9160b200b96b,62ecfdc3cbc7654cf02396bd,62e8e1ca5c8e225c556e0af8,NA,25186,1
4199,44,,deniedCausation,Higher degree,75122,1659698718033,1659698642911,male,spaceColony,1,NA,English,568aab53316b10000d50d76b,62ecfdcd57072d3abb8d20bc,62e8e1ca5c8e225c556e0af8,both xeliherb and ralocrop,54996,0
4199,44,,deniedCausation,Higher degree,75122,1659698718033,1659698642911,male,spaceColony,1,Better  crop chances,English,568aab53316b10000d50d76b,62ecfdcd57072d3abb8d20bc,62e8e1ca5c8e225c556e0af8,NA,9923,1
4205,31,,association,Graduated College,81991,1659698729736,1659698647745,male,spaceColony,1,NA,,5b200bbd325d600001c041c0,62ecfdd50f7f5b5d7c7ac662,62e8e1ca5c8e225c556e0af8,both xeliherb and ralocrop,47470,0
4205,31,,association,Graduated College,81991,1659698729736,1659698647745,male,spaceColony,1,it is the better long term solution.,,5b200bbd325d600001c041c0,62ecfdd50f7f5b5d7c7ac662,62e8e1ca5c8e225c556e0af8,NA,18560,1
4183,20,,deniedCausation,Graduated High-school,48110,1659698678559,1659698630449,male,spaceColony,1,NA,english,5ec875255c6a2700081554ac,62ecfdc2086a37de0f663e04,62e8e1ca5c8e225c556e0af8,only xeliherb,28227,0
4183,20,,deniedCausation,Graduated High-school,48110,1659698678559,1659698630449,male,spaceColony,1,less risky,english,5ec875255c6a2700081554ac,62ecfdc2086a37de0f663e04,62e8e1ca5c8e225c556e0af8,NA,6421,1
4204,42,.,intervention,Graduated College,68911,1659698726440,1659698657529,female,spaceColony,1,NA,English,60ce3f28b9139b735ed9b1a1,62ecfdd56286639868ead421,62e8e1ca5c8e225c556e0af8,both xeliherb and ralocrop,30663,0
4204,42,.,intervention,Graduated College,68911,1659698726440,1659698657529,female,spaceColony,1,Although the cost may be greater so will the yeald.,English,60ce3f28b9139b735ed9b1a1,62ecfdd56286639868ead421,62e8e1ca5c8e225c556e0af8,NA,21410,1
4211,33,No comments.Thank you.,deniedCausation,Higher degree,238788,1659698735676,1659698496888,female,spaceColony,1,NA,English,5f3287b83428cb05746e2214,62ecfcd39beab2800aec5122,62e8e1ca5c8e225c556e0af8,both xeliherb and ralocrop,121444,0
4211,33,No comments.Thank you.,deniedCausation,Higher degree,238788,1659698735676,1659698496888,female,spaceColony,1,Because there is no evidence that the presence of radlicorp causes a high yield of Xeliherb,English,5f3287b83428cb05746e2214,62ecfcd39beab2800aec5122,62e8e1ca5c8e225c556e0af8,NA,57345,1
4249,55,,intervention,Graduated High-school,155395,1659698805923,1659698650528,male,spaceColony,1,NA,English,5c195dd90084c50001ed0ce5,62ecfdd0085aebed76c2c208,62e8e1ca5c8e225c556e0af8,both xeliherb and ralocrop,46595,0
4249,55,,intervention,Graduated High-school,155395,1659698805923,1659698650528,male,spaceColony,1,"the benefits of cultivating both exceed the drawbacks, cost is something that can be accounted for initially, ",English,5c195dd90084c50001ed0ce5,62ecfdd0085aebed76c2c208,62e8e1ca5c8e225c556e0af8,NA,83796,1
4186,28,,deniedCausation,Graduated High-school,65396,1659698694531,1659698629135,female,spaceColony,1,NA,English ,629f2a1ac5333345160b9d0e,62ecfdbe886e28b8027ac662,62e8e1ca5c8e225c556e0af8,only xeliherb,33946,0
4186,28,,deniedCausation,Graduated High-school,65396,1659698694531,1659698629135,female,spaceColony,1,As the alternative option would use too many other resources,English ,629f2a1ac5333345160b9d0e,62ecfdbe886e28b8027ac662,62e8e1ca5c8e225c556e0af8,NA,15742,1
4193,26,,intervention,Higher degree,40204,1659698702600,1659698662396,male,spaceColony,1,NA,English,60907d2c5f61cc203cab58e4,62ecfdccf54e01215d15b3f6,62e8e1ca5c8e225c556e0af8,only xeliherb,12187,0
4193,26,,intervention,Higher degree,40204,1659698702600,1659698662396,male,spaceColony,1,I think this is by far the superior plant based on the descriptions given,English,60907d2c5f61cc203cab58e4,62ecfdccf54e01215d15b3f6,62e8e1ca5c8e225c556e0af8,NA,14687,1
4201,35,,commonCause,Graduated High-school,66683,1659698721395,1659698654712,male,spaceColony,1,NA,,5d76ac914c93440001c03fd7,62ecfdc7beb379926480fc23,62e8e1ca5c8e225c556e0af8,only xeliherb,35866,0
4201,35,,commonCause,Graduated High-school,66683,1659698721395,1659698654712,male,spaceColony,1,Less energy intensive and more sustainable in the long term.,,5d76ac914c93440001c03fd7,62ecfdc7beb379926480fc23,62e8e1ca5c8e225c556e0af8,NA,21941,1
4203,30,,commonCause,Higher degree,111777,1659698726483,1659698614706,male,spaceColony,1,NA,english,62ce9f115a24ca323371d2dc,62ecfce7b7402681f90d9bb0,62e8e1ca5c8e225c556e0af8,both xeliherb and ralocrop,32617,0
4203,30,,commonCause,Higher degree,111777,1659698726483,1659698614706,male,spaceColony,1,You need raliphor to be able to cultivate the first seed so they are both important to cultivate to survive on the new planet,english,62ce9f115a24ca323371d2dc,62ecfce7b7402681f90d9bb0,62e8e1ca5c8e225c556e0af8,NA,51191,1
4206,34,,association,Graduated College,103013,1659698730855,1659698627842,male,spaceColony,1,NA,English,608d74791c7dbdfe879575d9,62ecfdc01983c05dc5ec513f,62e8e1ca5c8e225c556e0af8,both xeliherb and ralocrop,32674,0
4206,34,,association,Graduated College,103013,1659698730855,1659698627842,male,spaceColony,1,"Whilst the new plant is an unknown, it may have benefits that the other plant doesn't, so it would make sense to grow it and see what it could be used for.",English,608d74791c7dbdfe879575d9,62ecfdc01983c05dc5ec513f,62e8e1ca5c8e225c556e0af8,NA,58806,1
4189,27,,deniedCausation,Higher degree,47694,1659698700443,1659698652749,male,spaceColony,1,NA,English,62b4907b74e0d9625721daf7,62ecfdd8f7f8daf8b1663df4,62e8e1ca5c8e225c556e0af8,both xeliherb and ralocrop,16415,0
4189,27,,deniedCausation,Higher degree,47694,1659698700443,1659698652749,male,spaceColony,1,As it is present when the other crop is present ,English,62b4907b74e0d9625721daf7,62ecfdd8f7f8daf8b1663df4,62e8e1ca5c8e225c556e0af8,NA,16347,1
4197,22,,association,Graduated College,86107,1659698714670,1659698628563,female,spaceColony,1,NA,English,60f54a85caef221f8f00d39c,62ecfdbff36ff37aac245200,62e8e1ca5c8e225c556e0af8,both xeliherb and ralocrop,21160,0
4197,22,,association,Graduated College,86107,1659698714670,1659698628563,female,spaceColony,1,"If one can only function with the aid of another, longevity wise, the cultivation of both would ensure stable survival.",English,60f54a85caef221f8f00d39c,62ecfdbff36ff37aac245200,62e8e1ca5c8e225c556e0af8,NA,38101,1
4207,34,,deniedCausation,Higher degree,98371,1659698731249,1659698632878,male,spaceColony,1,NA,English,60b9f1fe58782eeab6372f1c,62ecfdbd41e3599bfa90ad8f,62e8e1ca5c8e225c556e0af8,both xeliherb and ralocrop,41046,0
4207,34,,deniedCausation,Higher degree,98371,1659698731249,1659698632878,male,spaceColony,1,"There is evidence that a higher yield is linked to the other plant being grown, for me the reward is worth the risk.",English,60b9f1fe58782eeab6372f1c,62ecfdbd41e3599bfa90ad8f,62e8e1ca5c8e225c556e0af8,NA,37543,1
4212,66,,commonCause,Graduated High-school,88172,1659698741059,1659698652887,female,spaceColony,1,NA,english,5ea159434ac916016387488e,62ecfdd64cc8e6d878960360,62e8e1ca5c8e225c556e0af8,both xeliherb and ralocrop,29189,0
4212,66,,commonCause,Graduated High-school,88172,1659698741059,1659698652887,female,spaceColony,1,cultivation would guarantee survival,english,5ea159434ac916016387488e,62ecfdd64cc8e6d878960360,62e8e1ca5c8e225c556e0af8,NA,34046,1
4213,23,,association,Higher degree,92684,1659698744422,1659698651738,female,spaceColony,1,NA,English ,6122f0062f5eeb94ad9b8bd4,62ecfdbf343e5cc83b112aaa,62e8e1ca5c8e225c556e0af8,only xeliherb,45756,0
4213,23,,association,Higher degree,92684,1659698744422,1659698651738,female,spaceColony,1,We don’t have enough resources to use both,English ,6122f0062f5eeb94ad9b8bd4,62ecfdbf343e5cc83b112aaa,62e8e1ca5c8e225c556e0af8,NA,16263,1
4222,48,,deniedCausation,Higher degree,104852,1659698757418,1659698652566,female,spaceColony,1,NA,English,5fc63e053cf83c06341ac94a,62ecfdc48040abefc6ec5134,62e8e1ca5c8e225c556e0af8,both xeliherb and ralocrop,56588,0
4222,48,,deniedCausation,Higher degree,104852,1659698757418,1659698652566,female,spaceColony,1,Without ralocrop I would not be able to ensure a good yield.,English,5fc63e053cf83c06341ac94a,62ecfdc48040abefc6ec5134,62e8e1ca5c8e225c556e0af8,NA,24556,1
4194,24,,deniedCausation,Higher degree,56753,1659698704860,1659698648107,female,spaceColony,1,NA,English ,61179c38b9a23111c762b63f,62ecfdd6ddc276d2ea56ef76,62e8e1ca5c8e225c556e0af8,only xeliherb,31173,0
4194,24,,deniedCausation,Higher degree,56753,1659698704860,1659698648107,female,spaceColony,1,Because it more cost effective ,English ,61179c38b9a23111c762b63f,62ecfdd6ddc276d2ea56ef76,62e8e1ca5c8e225c556e0af8,NA,12958,1
4196,28,,intervention,Higher degree,60432,1659698707295,1659698646863,male,spaceColony,1,NA,English,62a72cb7584b78fa7d9f8d7a,62ecfdd3379feab60ebfb988,62e8e1ca5c8e225c556e0af8,both xeliherb and ralocrop,28423,0
4196,28,,intervention,Higher degree,60432,1659698707295,1659698646863,male,spaceColony,1,It seems to help the other crop grow better,English,62a72cb7584b78fa7d9f8d7a,62ecfdd3379feab60ebfb988,62e8e1ca5c8e225c556e0af8,NA,13705,1
4227,55,None,commonCause,Higher degree,128662,1659698762190,1659698633528,male,spaceColony,1,NA,"English, Welsh, Spanish.",612405c2c92a41dfd5eb30b3,62ecfdc4e45c70badf40fb6e,62e8e1ca5c8e225c556e0af8,both xeliherb and ralocrop,52768,0
4227,55,None,commonCause,Higher degree,128662,1659698762190,1659698633528,male,spaceColony,1,Both are beneficial,"English, Welsh, Spanish.",612405c2c92a41dfd5eb30b3,62ecfdc4e45c70badf40fb6e,62e8e1ca5c8e225c556e0af8,NA,17720,1
4228,51,thanks,intervention,Higher degree,120546,1659698766385,1659698645839,male,spaceColony,1,NA,,5e0b3d5dbf3d4e3868abc3ea,62ecfdce5cc21058f494d557,62e8e1ca5c8e225c556e0af8,only xeliherb,40055,0
4228,51,thanks,intervention,Higher degree,120546,1659698766385,1659698645839,male,spaceColony,1,"I need to feed my family, & cultivating is a logical thing to do.",,5e0b3d5dbf3d4e3868abc3ea,62ecfdce5cc21058f494d557,62e8e1ca5c8e225c556e0af8,NA,56564,1
4230,52,,intervention,Did not graduate High-school,128724,1659698773996,1659698645272,male,spaceColony,1,NA,English,5e21a211061ea84908aaf512,62ecfdc53be03043e0d4f29f,62e8e1ca5c8e225c556e0af8,both xeliherb and ralocrop,56504,0
4230,52,,intervention,Did not graduate High-school,128724,1659698773996,1659698645272,male,spaceColony,1,"I would want to ensure we get a High Yield for the colonists to survive.  It might be that after some time we learn how to store and can reduce production of Xeliherb, but initially I would accept the high cost.",English,5e21a211061ea84908aaf512,62ecfdc53be03043e0d4f29f,62e8e1ca5c8e225c556e0af8,NA,43079,1
4284,30,,commonCause,Graduated College,66249,1659699227906,1659699161657,male,spaceColony,1,NA,English,60bb3b463887c2f9d1385cce,62ecfdbaf5c54a134bc9f92e,62e8e1ca5c8e225c556e0af8,only xeliherb,26369,0
4284,30,,commonCause,Graduated College,66249,1659699227906,1659699161657,male,spaceColony,1,Because it's essential. It doesn't mention radoherb being essential in anyway for survival on the planet.,English,60bb3b463887c2f9d1385cce,62ecfdbaf5c54a134bc9f92e,62e8e1ca5c8e225c556e0af8,NA,26989,1
4214,37,,association,Higher degree,113503,1659698747715,1659698634212,female,spaceColony,1,NA,English ,60fc0509aec9e4bdf885cfa0,62ecfdc40fd3cc333440fb56,62e8e1ca5c8e225c556e0af8,both xeliherb and ralocrop,35906,0
4214,37,,association,Higher degree,113503,1659698747715,1659698634212,female,spaceColony,1,Because hopefully we would end up with enough of the seeds to survive by not planting both it is a risk we won’t.  ,English ,60fc0509aec9e4bdf885cfa0,62ecfdc40fd3cc333440fb56,62e8e1ca5c8e225c556e0af8,NA,56197,1
4217,58,,association,Graduated College,101835,1659698752071,1659698650236,female,spaceColony,1,NA,English,5bfe7267098e7a00016a4058,62ecfdd36f3eb3cbcf6902fc,62e8e1ca5c8e225c556e0af8,both xeliherb and ralocrop,45750,0
4217,58,,association,Graduated College,101835,1659698752071,1659698650236,female,spaceColony,1,the long term benefit would outweigh the short term cost,English,5bfe7267098e7a00016a4058,62ecfdd36f3eb3cbcf6902fc,62e8e1ca5c8e225c556e0af8,NA,20273,1
4220,34,,commonCause,Graduated High-school,124237,1659698753671,1659698629434,male,spaceColony,1,NA,English ,60a51393b86b6c9753bb36da,62ecfdc01a7ce5cf77c273ff,62e8e1ca5c8e225c556e0af8,only xeliherb,69186,0
4220,34,,commonCause,Graduated High-school,124237,1659698753671,1659698629434,male,spaceColony,1,"To save resources and energy
",English ,60a51393b86b6c9753bb36da,62ecfdc01a7ce5cf77c273ff,62e8e1ca5c8e225c556e0af8,NA,24965,1
4286,38,,deniedCausation,Graduated College,688682,1659699333490,1659698644808,female,spaceColony,1,NA,English,62289191715f0083e25c8b9c,62ecfdcd158fafd6d5112a9d,62e8e1ca5c8e225c556e0af8,only xeliherb,518915,0
4286,38,,deniedCausation,Graduated College,688682,1659699333490,1659698644808,female,spaceColony,1,Because its more expensive to cultivate both and there is no evidence that the second plant will be of any benifit,English,62289191715f0083e25c8b9c,62ecfdcd158fafd6d5112a9d,62e8e1ca5c8e225c556e0af8,NA,132507,1
4221,26,"No comment thanks for the study. It was great 
",deniedCausation,Graduated College,123427,1659698758346,1659698634919,male,spaceColony,1,NA,English ,60205f5ba5fe0165fa0e5e01,62ecfdbd65bc7aef33bfb979,62e8e1ca5c8e225c556e0af8,both xeliherb and ralocrop,42886,0
4221,26,"No comment thanks for the study. It was great 
",deniedCausation,Graduated College,123427,1659698758346,1659698634919,male,spaceColony,1,"It doesn't matter how much money we spend, the goal is to keep our colony alive so i'd choose to cultivate both plants for the best results. ",English ,60205f5ba5fe0165fa0e5e01,62ecfdbd65bc7aef33bfb979,62e8e1ca5c8e225c556e0af8,NA,41787,1
4224,52,N/A,deniedCausation,Graduated College,335351,1659698762089,1659698426738,male,spaceColony,1,NA,English,5ea98c900640c90a3db307ff,62ecfce96286639868ead409,62e8e1ca5c8e225c556e0af8,only xeliherb,57711,0
4224,52,N/A,deniedCausation,Graduated College,335351,1659698762089,1659698426738,male,spaceColony,1,"Cultivating the xeliherb is a surere way to increase it. Cultivating ralocrop is a gamble, the evidence that this will will increase xeliherb is sketchy and deprives resources. Once the xeliherb is up and running then it might be worth doing more research on the link with ralocrop and depending on the results it might be worth diverting rsources that way in the future. The priority though is to get the colony established.",English,5ea98c900640c90a3db307ff,62ecfce96286639868ead409,62e8e1ca5c8e225c556e0af8,NA,242983,1
4223,42,,commonCause,Graduated College,119910,1659698758906,1659698638996,female,spaceColony,1,NA,English,5cb9bdde3eb01800129f81d7,62ecfdcb974c2dfe00770074,62e8e1ca5c8e225c556e0af8,both xeliherb and ralocrop,58713,0
4223,42,,commonCause,Graduated College,119910,1659698758906,1659698638996,female,spaceColony,1,By planting both this will lead to a greater yield of xeliherb.,English,5cb9bdde3eb01800129f81d7,62ecfdcb974c2dfe00770074,62e8e1ca5c8e225c556e0af8,NA,24087,1
4225,30,,commonCause,Higher degree,115162,1659698763124,1659698647962,female,spaceColony,1,NA,English,5d41c4d8198538001a375d4b,62ecfdcacb9afeb8c36902fe,62e8e1ca5c8e225c556e0af8,both xeliherb and ralocrop,61072,0
4225,30,,commonCause,Higher degree,115162,1659698763124,1659698647962,female,spaceColony,1,It will be beneficial to the growth of xeliherb.,English,5d41c4d8198538001a375d4b,62ecfdcacb9afeb8c36902fe,62e8e1ca5c8e225c556e0af8,NA,29816,1
4238,60,none,association,Graduated High-school,130334,1659698786549,1659698656215,male,spaceColony,1,NA,English,5ce740c8636a5b0018f55968,62ecfdd66f3eb3cbcf6902fe,62e8e1ca5c8e225c556e0af8,both xeliherb and ralocrop,64349,0
4238,60,none,association,Graduated High-school,130334,1659698786549,1659698656215,male,spaceColony,1,"best to go with 2 options, more chance of success",English,5ce740c8636a5b0018f55968,62ecfdd66f3eb3cbcf6902fe,62e8e1ca5c8e225c556e0af8,NA,31758,1
4231,38,,association,Graduated College,133502,1659698762518,1659698629016,female,spaceColony,1,NA,English,5a0c4184fe645f0001e9f5dd,62ecfdcb34c78f7f40a304a1,62e8e1ca5c8e225c556e0af8,both xeliherb and ralocrop,55794,0
4231,38,,association,Graduated College,133502,1659698762518,1659698629016,female,spaceColony,1,"Because if it grows sparsely there is a chance that there will not be enough to go around and not support life. Even though it is costly, in time there may be ways to bring down the cost. ",English,5a0c4184fe645f0001e9f5dd,62ecfdcb34c78f7f40a304a1,62e8e1ca5c8e225c556e0af8,NA,59985,1
4232,41,,association,Graduated College,134832,1659698774947,1659698640115,female,spaceColony,1,NA,English,5f8b4560fc6686262722efdb,62ecfdcacadeeb2fb395ac62,62e8e1ca5c8e225c556e0af8,both xeliherb and ralocrop,44088,0
4232,41,,association,Graduated College,134832,1659698774947,1659698640115,female,spaceColony,1,because both seeds have a strong correlation to one another ,English,5f8b4560fc6686262722efdb,62ecfdcacadeeb2fb395ac62,62e8e1ca5c8e225c556e0af8,NA,47943,1
4234,65,,intervention,Graduated High-school,127172,1659698776165,1659698648993,male,spaceColony,1,NA,English,5ea979685178b007c99e620e,62ecfdd188c9c090e2953e2a,62e8e1ca5c8e225c556e0af8,both xeliherb and ralocrop,33610,0
4234,65,,intervention,Graduated High-school,127172,1659698776165,1659698648993,male,spaceColony,1,"I would cultivate both until I could experiment further to find out if xeliherb could also thrive in other, less cost intensive environments.",English,5ea979685178b007c99e620e,62ecfdd188c9c090e2953e2a,62e8e1ca5c8e225c556e0af8,NA,66128,1
4233,36,,commonCause,Graduated College,136318,1659698807592,1659698671274,male,spaceColony,1,NA,English,62b418961b4cc512a166dacd,62ecfdca8bbe0325a7ee8eb0,62e8e1ca5c8e225c556e0af8,only xeliherb,63866,0
4233,36,,commonCause,Graduated College,136318,1659698807592,1659698671274,male,spaceColony,1,Without knowing if the other crop has any other benefits other than it helps the cultivation of the other herb - I don't see why we would spend extra resources on it ,English,62b418961b4cc512a166dacd,62ecfdca8bbe0325a7ee8eb0,62e8e1ca5c8e225c556e0af8,NA,60027,1
4247,46,,deniedCausation,Graduated College,145451,1659698802449,1659698656998,female,spaceColony,1,NA,English,5dccf219aa4314964f7461d9,62ecfdd8e45c70badf40fb72,62e8e1ca5c8e225c556e0af8,both xeliherb and ralocrop,86127,0
4247,46,,deniedCausation,Graduated College,145451,1659698802449,1659698656998,female,spaceColony,1,There may be a link between them even though the scientists havent found the evidence yet,English,5dccf219aa4314964f7461d9,62ecfdd8e45c70badf40fb72,62e8e1ca5c8e225c556e0af8,NA,31847,1
4235,53,,association,Graduated High-school,142094,1659698779223,1659698637129,female,spaceColony,1,NA,english,5c9749b849784d001b486f6a,62ecfdc634960bb24177005d,62e8e1ca5c8e225c556e0af8,both xeliherb and ralocrop,48956,0
4235,53,,association,Graduated High-school,142094,1659698779223,1659698637129,female,spaceColony,1,to minimise the impact if the main crop were to fail.If only one type is grown the chances of mistake is higher than if the second crop is grown that helps the first,english,5c9749b849784d001b486f6a,62ecfdc634960bb24177005d,62e8e1ca5c8e225c556e0af8,NA,62898,1
4236,30,,association,Graduated College,139077,1659698779753,1659698640676,female,spaceColony,1,NA,English,5f58970c75be84000bd26e43,62ecfdce73cc253bdb75b353,62e8e1ca5c8e225c556e0af8,only xeliherb,95879,0
4236,30,,association,Graduated College,139077,1659698779753,1659698640676,female,spaceColony,1,"Because it would be a waste of resources to cultivate both, given that is it highly resource intensive. And only the one crop is required for survival.",English,5f58970c75be84000bd26e43,62ecfdce73cc253bdb75b353,62e8e1ca5c8e225c556e0af8,NA,31969,1
4239,37,,commonCause,Higher degree,97578,1659698788312,1659698690734,male,spaceColony,1,NA,english,5d5db7f7ca179000180b17cc,62ecfdd211b385c4a9d3920b,62e8e1ca5c8e225c556e0af8,both xeliherb and ralocrop,67431,0
4239,37,,commonCause,Higher degree,97578,1659698788312,1659698690734,male,spaceColony,1,i think it was the better choice,english,5d5db7f7ca179000180b17cc,62ecfdd211b385c4a9d3920b,62e8e1ca5c8e225c556e0af8,NA,10651,1
4237,24,,commonCause,Higher degree,139816,1659698782636,1659698642820,male,spaceColony,1,NA,English ,62d5afc842581405c22b4d6b,62ecfdcfbe875448e10d9be1,62e8e1ca5c8e225c556e0af8,both xeliherb and ralocrop,45716,0
