submission_id,age,comments,condition,education,experiment_duration,experiment_end_time,experiment_start_time,gender,itemName,itemNr,justification,languages,prolific_pid,prolific_session_id,prolific_study_id,response,responseTime,trialNR
4078,56,Good luck with your research!,deniedCausation,Higher degree,260036,1659436166713,1659435906677,female,spaceColony,1,"Xeliherb is essential for life on planet, regardless of yield.  If there is no direct proof growing the other will increase yield, why waste the field space with the second plant?",English,5d667a1a3741ea0001c719b9,62e8fb7c4aaa267ace24b5bc,62e8e1ca5c8e225c556e0af8,NA,54150,1
4077,22,,deniedCausation,Higher degree,217556,1659436134015,1659435916459,female,spaceColony,1,NA,"English, Zulu",60a5a599bbb27be1974dae25,62e8fb7d9fc2d5c00921511d,62e8e1ca5c8e225c556e0af8,both xeliherb and ralocrop,91985,0
4077,22,,deniedCausation,Higher degree,217556,1659436134015,1659435916459,female,spaceColony,1,I would take that chance just to see if it would yeild me the desired results as opposed to not trying at all.,"English, Zulu",60a5a599bbb27be1974dae25,62e8fb7d9fc2d5c00921511d,62e8e1ca5c8e225c556e0af8,NA,73597,1
4076,23,,deniedCausation,Graduated High-school,243531,1659436122113,1659435878582,male,spaceColony,1,NA,English,60460256be7c58000ad5f8de,62e8fb5dde02846b67afea5e,62e8e1ca5c8e225c556e0af8,only xeliherb,3365,0
4076,23,,deniedCausation,Graduated High-school,243531,1659436122113,1659435878582,male,spaceColony,1,Because there's still a lot to learn and by learning I have to horn my skills ,English,60460256be7c58000ad5f8de,62e8fb5dde02846b67afea5e,62e8e1ca5c8e225c556e0af8,NA,217163,1
4075,45,The study is quite interesting.,deniedCausation,Higher degree,220318,1659436166233,1659435945915,female,spaceColony,1,NA,IsiXhosa & English,60ad5baa456e511fb21ba8fb,62e8fb6ba7c681205908805a,62e8e1ca5c8e225c556e0af8,both xeliherb and ralocrop,70718,0
4075,45,The study is quite interesting.,deniedCausation,Higher degree,220318,1659436166233,1659435945915,female,spaceColony,1,I would take my chances as long as it will not cause any harm to the other plant.,IsiXhosa & English,60ad5baa456e511fb21ba8fb,62e8fb6ba7c681205908805a,62e8e1ca5c8e225c556e0af8,NA,41329,1
4074,29,,deniedCausation,Higher degree,201644,1659436118755,1659435917111,female,spaceColony,1,NA,English,5e7f978759c243033154a18f,62e8fb7bf925492f45204b4d,62e8e1ca5c8e225c556e0af8,both xeliherb and ralocrop,57865,0
4074,29,,deniedCausation,Higher degree,201644,1659436118755,1659435917111,female,spaceColony,1,Higher yield of first plant required for the humans,English,5e7f978759c243033154a18f,62e8fb7bf925492f45204b4d,62e8e1ca5c8e225c556e0af8,NA,114603,1
4073,40,,deniedCausation,Graduated High-school,193820,1659436096769,1659435902949,female,spaceColony,1,NA,English,5e67bcf03f8a34063871ba27,62e8fb7c48f3853a8fc9f82c,62e8e1ca5c8e225c556e0af8,both xeliherb and ralocrop,45597,0
4073,40,,deniedCausation,Graduated High-school,193820,1659436096769,1659435902949,female,spaceColony,1,"The evidence seems anecdotal? Just because there is no evidence yet does not mean there is not some connection. If later it is proven the second crop is actually not helpful, then no harm is done. If it does help, then the reason can still yet b discovered.",English,5e67bcf03f8a34063871ba27,62e8fb7c48f3853a8fc9f82c,62e8e1ca5c8e225c556e0af8,NA,125179,1
4072,65,,deniedCausation,Graduated College,159616,1659436081001,1659435921385,male,spaceColony,1,NA,English,5ec25b6df4cd5202a0cebb0b,62e8fb7dc5b4d277d460db1b,62e8e1ca5c8e225c556e0af8,both xeliherb and ralocrop,59973,0
4072,65,,deniedCausation,Graduated College,159616,1659436081001,1659435921385,male,spaceColony,1,It seems evident that cultivating both would be more likely to ensure the continued survival of xeliherb,English,5ec25b6df4cd5202a0cebb0b,62e8fb7dc5b4d277d460db1b,62e8e1ca5c8e225c556e0af8,NA,62941,1
4071,40,,deniedCausation,Graduated College,169697,1659436065918,1659435896221,female,spaceColony,1,NA,English ,5d53bf0c2ebe880001a473d2,62e8fb6937b97419d8b3bf22,62e8e1ca5c8e225c556e0af8,both xeliherb and ralocrop,65945,0
4071,40,,deniedCausation,Graduated College,169697,1659436065918,1659435896221,female,spaceColony,1,As there seems to be a positive association with the 2 together in the natural environment I would cultivate both so that could continue and hopefully provide better yields,English ,5d53bf0c2ebe880001a473d2,62e8fb6937b97419d8b3bf22,62e8e1ca5c8e225c556e0af8,NA,66983,1
4070,35,,deniedCausation,Graduated High-school,175500,1659436062613,1659435887113,female,spaceColony,1,NA,English,5915e5c6405db80001f30ff1,62e8fb601b3c876e8324d537,62e8e1ca5c8e225c556e0af8,only xeliherb,87124,0
4070,35,,deniedCausation,Graduated High-school,175500,1659436062613,1659435887113,female,spaceColony,1,This is the most important crop that the people need and there is no evidence that the other crop is needed or does anything to help this crop grow so I would just grow the crop that is needed ,English,5915e5c6405db80001f30ff1,62e8fb601b3c876e8324d537,62e8e1ca5c8e225c556e0af8,NA,58826,1
4069,21,,deniedCausation,Graduated High-school,185097,1659436062906,1659435877809,male,spaceColony,1,NA,"Polish, English",5f54c0a38bb76c834ad45653,62e8fb622cc7f926a68402ff,62e8e1ca5c8e225c556e0af8,both xeliherb and ralocrop,55933,0
4069,21,,deniedCausation,Graduated High-school,185097,1659436062906,1659435877809,male,spaceColony,1,"Because there are no 
consequences to cultivate both of them.","Polish, English",5f54c0a38bb76c834ad45653,62e8fb622cc7f926a68402ff,62e8e1ca5c8e225c556e0af8,NA,94249,1
4068,34,,deniedCausation,Graduated College,153752,1659436058698,1659435904946,female,spaceColony,1,NA,English,5d6f6294e0207600167e2382,62e8fb7bcd946bf9c30211af,62e8e1ca5c8e225c556e0af8,only xeliherb,100592,0
4068,34,,deniedCausation,Graduated College,153752,1659436058698,1659435904946,female,spaceColony,1,I would only take what I need. ,English,5d6f6294e0207600167e2382,62e8fb7bcd946bf9c30211af,62e8e1ca5c8e225c556e0af8,NA,28802,1
4067,52,No comment ,deniedCausation,Higher degree,164748,1659436052444,1659435887696,male,spaceColony,1,NA,English ,5f9558cbb4a1a902fb6902e5,62e8fb66362de64fab26e6ef,62e8e1ca5c8e225c556e0af8,both xeliherb and ralocrop,79157,0
4067,52,No comment ,deniedCausation,Higher degree,164748,1659436052444,1659435887696,male,spaceColony,1,The reason for choosing both is that they both could be used for the benefits of the colonists,English ,5f9558cbb4a1a902fb6902e5,62e8fb66362de64fab26e6ef,62e8e1ca5c8e225c556e0af8,NA,55846,1
4066,28,,deniedCausation,Higher degree,93159,1659436051223,1659435958064,male,spaceColony,1,NA,English ,5e78e8c6593bf50831f704b8,62e8fb7919a1072f7506de27,62e8e1ca5c8e225c556e0af8,both xeliherb and ralocrop,18153,0
4066,28,,deniedCausation,Higher degree,93159,1659436051223,1659435958064,male,spaceColony,1,I would go with this plant as its likely to be able to keep everyone fed as the other one isn't proven yet.,English ,5e78e8c6593bf50831f704b8,62e8fb7919a1072f7506de27,62e8e1ca5c8e225c556e0af8,NA,54374,1
4065,59,,deniedCausation,Graduated High-school,151420,1659436043891,1659435892471,male,spaceColony,1,NA,English,5c7e33aa19b8d40017e6dd80,62e8fb6ce0ecd76b20228fc0,62e8e1ca5c8e225c556e0af8,only xeliherb,111579,0
4065,59,,deniedCausation,Graduated High-school,151420,1659436043891,1659435892471,male,spaceColony,1,Based on evidence,English,5c7e33aa19b8d40017e6dd80,62e8fb6ce0ecd76b20228fc0,62e8e1ca5c8e225c556e0af8,NA,13989,1
4064,52,,deniedCausation,Higher degree,110214,1659436038496,1659435928282,male,spaceColony,1,NA,English,5ee7606915ecab01d42ddde6,62e8fb9000c5da5cc8acb96d,62e8e1ca5c8e225c556e0af8,both xeliherb and ralocrop,39150,0
4064,52,,deniedCausation,Higher degree,110214,1659436038496,1659435928282,male,spaceColony,1,"If there is evidence that the yield is better, even without concrete proof, I would grow both to hedge my bets.",English,5ee7606915ecab01d42ddde6,62e8fb9000c5da5cc8acb96d,62e8e1ca5c8e225c556e0af8,NA,48145,1
4063,31,None ,deniedCausation,Graduated College,129099,1659436039680,1659435910581,female,spaceColony,1,NA,English ,5c9905852b26210017a28b54,62e8fb790ca1a763eae5aaa3,62e8e1ca5c8e225c556e0af8,only xeliherb,32900,0
4063,31,None ,deniedCausation,Graduated College,129099,1659436039680,1659435910581,female,spaceColony,1,There is no evidence that suggests cultivating ralocrop would cause a better yield of xeliherb so i think it would just be a waste of time and would prefer to concentrate on cultivating xeliherb as its essential to survival. ,English ,5c9905852b26210017a28b54,62e8fb790ca1a763eae5aaa3,62e8e1ca5c8e225c556e0af8,NA,74307,1
4062,55,,deniedCausation,Graduated College,123147,1659436035967,1659435912820,female,spaceColony,1,NA,English,5a95d013f6dfdd0001ea60be,62e8fb7e97b52ed01e228fd2,62e8e1ca5c8e225c556e0af8,both xeliherb and ralocrop,36378,0
4062,55,,deniedCausation,Graduated College,123147,1659436035967,1659435912820,female,spaceColony,1,"I think you would have nothing to lose by doing both, I would give it a try.",English,5a95d013f6dfdd0001ea60be,62e8fb7e97b52ed01e228fd2,62e8e1ca5c8e225c556e0af8,NA,48496,1
4061,23,,deniedCausation,Graduated High-school,122889,1659436029278,1659435906389,male,spaceColony,1,NA,English,60b5e7d1c80820b660a15282,62e8fb6a044ed42be75a8d87,62e8e1ca5c8e225c556e0af8,only xeliherb,47599,0
4061,23,,deniedCausation,Graduated High-school,122889,1659436029278,1659435906389,male,spaceColony,1,Because this ensures survival and the is no evidence that suggests the yield gets better when planting the other one.,English,60b5e7d1c80820b660a15282,62e8fb6a044ed42be75a8d87,62e8e1ca5c8e225c556e0af8,NA,45704,1
4060,45,,deniedCausation,Higher degree,122341,1659436011528,1659435889187,female,spaceColony,1,NA,english,5b49081c03732f000161ef3d,62e8fb65914c95d2bf5a8d13,62e8e1ca5c8e225c556e0af8,both xeliherb and ralocrop,53862,0
4060,45,,deniedCausation,Higher degree,122341,1659436011528,1659435889187,female,spaceColony,1,I would plant both to ensure the success of growing the herb as it my rely on the other,english,5b49081c03732f000161ef3d,62e8fb65914c95d2bf5a8d13,62e8e1ca5c8e225c556e0af8,NA,42299,1
4059,20,,deniedCausation,Graduated High-school,111975,1659436007663,1659435895688,female,spaceColony,1,NA,english,60fd12eab6dac53a20ab86ab,62e8fb74dcdcb2b525d455ac,62e8e1ca5c8e225c556e0af8,both xeliherb and ralocrop,39803,0
4059,20,,deniedCausation,Graduated High-school,111975,1659436007663,1659435895688,female,spaceColony,1,If both seem to be growing together there seems to be no harm in growing both. altthough the evidence is correlational and causation isn't guaranteed it's worth a try,english,60fd12eab6dac53a20ab86ab,62e8fb74dcdcb2b525d455ac,62e8e1ca5c8e225c556e0af8,NA,50929,1
4058,29,,deniedCausation,Graduated College,100853,1659436001744,1659435900891,female,spaceColony,1,NA,english,5d67bc65aa0252001bb1a8fc,62e8fb791d0c94a199c9f884,62e8e1ca5c8e225c556e0af8,both xeliherb and ralocrop,51442,0
4058,29,,deniedCausation,Graduated College,100853,1659436001744,1659435900891,female,spaceColony,1,why settle for one when you can successfully grow two different things which in time may benefit more,english,5d67bc65aa0252001bb1a8fc,62e8fb791d0c94a199c9f884,62e8e1ca5c8e225c556e0af8,NA,30429,1
4057,53,,deniedCausation,Higher degree,100584,1659436000368,1659435899784,female,spaceColony,1,NA,english,60958703435bee5cf34d9e32,62e8fb7160bc311aa045b842,62e8e1ca5c8e225c556e0af8,both xeliherb and ralocrop,38630,0
4057,53,,deniedCausation,Higher degree,100584,1659436000368,1659435899784,female,spaceColony,1,its best to diversify and the second crop may end up being the better one in the end,english,60958703435bee5cf34d9e32,62e8fb7160bc311aa045b842,62e8e1ca5c8e225c556e0af8,NA,33538,1
4056,49,Good luck with your research,deniedCausation,Graduated College,105709,1659435998866,1659435893157,male,spaceColony,1,NA,English,5bb6faf4f6d0bd00019e12f4,62e8fb6c6d01170ea30dbbdf,62e8e1ca5c8e225c556e0af8,both xeliherb and ralocrop,28920,0
4056,49,Good luck with your research,deniedCausation,Graduated College,105709,1659435998866,1659435893157,male,spaceColony,1,"New planet, uncertain ecosystem. There may well be something the scientists missed, especially over such a short time. Unless we all have Star-Trek type instant analysis technology, it would pay to be cautious. ",English,5bb6faf4f6d0bd00019e12f4,62e8fb6c6d01170ea30dbbdf,62e8e1ca5c8e225c556e0af8,NA,48472,1
4055,20,,deniedCausation,Graduated College,103373,1659435998235,1659435894862,male,spaceColony,1,NA,English,6083e4575dc56d8ed869d70f,62e8fb749763e37694c77dab,62e8e1ca5c8e225c556e0af8,both xeliherb and ralocrop,20789,0
4055,20,,deniedCausation,Graduated College,103373,1659435998235,1659435894862,male,spaceColony,1,"Although there is not significant evidence to link them together, there is still evidence that one is found where the other is. At the least, by growing them together, we may better understand the relationship between the two.",English,6083e4575dc56d8ed869d70f,62e8fb749763e37694c77dab,62e8e1ca5c8e225c556e0af8,NA,62634,1
4054,39,None,deniedCausation,Higher degree,111866,1659436002457,1659435890591,female,spaceColony,1,NA,English,605e491b152b38b079a9ca7c,62e8fb63d4dc8967c10dbbe5,62e8e1ca5c8e225c556e0af8,both xeliherb and ralocrop,32243,0
4054,39,None,deniedCausation,Higher degree,111866,1659436002457,1659435890591,female,spaceColony,1,"Useful to cultivate both, then you have a better chance of harvesting a crop in case one fails.",English,605e491b152b38b079a9ca7c,62e8fb63d4dc8967c10dbbe5,62e8e1ca5c8e225c556e0af8,NA,44159,1
4053,30,,deniedCausation,Graduated College,100147,1659436000450,1659435900303,male,spaceColony,1,NA,English,6171a2b0fe9fb7af0052c2c2,62e8fb756369174424204b7a,62e8e1ca5c8e225c556e0af8,only xeliherb,40270,0
4053,30,,deniedCausation,Graduated College,100147,1659436000450,1659435900303,male,spaceColony,1,"There's no evidence to support it, so it's not feasible to proceed with cultivating the two plants when we could use the limited space to cultivate just one. (I'm sorry I don't remember the name of those plants).",English,6171a2b0fe9fb7af0052c2c2,62e8fb756369174424204b7a,62e8e1ca5c8e225c556e0af8,NA,37896,1
4052,29,,deniedCausation,Higher degree,90841,1659436000239,1659435909398,female,spaceColony,1,NA,English,61749f788945674b295239b9,62e8fb7f2859fdc62a820676,62e8e1ca5c8e225c556e0af8,both xeliherb and ralocrop,31541,0
4052,29,,deniedCausation,Higher degree,90841,1659436000239,1659435909398,female,spaceColony,1,There is less chance of not getting enough xeliherb if I cultivate both,English,61749f788945674b295239b9,62e8fb7f2859fdc62a820676,62e8e1ca5c8e225c556e0af8,NA,40090,1
4051,22,,deniedCausation,Graduated College,100304,1659435971820,1659435871516,male,spaceColony,1,NA,English,6040ba427ef1082f7a904328,62e8fb732138fdc49f107715,62e8e1ca5c8e225c556e0af8,both xeliherb and ralocrop,49494,0
4051,22,,deniedCausation,Graduated College,100304,1659435971820,1659435871516,male,spaceColony,1,increased chances of having 2 types of crop instead of just 1,English,6040ba427ef1082f7a904328,62e8fb732138fdc49f107715,62e8e1ca5c8e225c556e0af8,NA,35747,1
4050,26,,deniedCausation,Graduated College,92805,1659435999337,1659435906532,female,spaceColony,1,NA,Zulu,60460afa467ff102d3c5b9f6,62e8fb6f46ce293c002150cf,62e8e1ca5c8e225c556e0af8,both xeliherb and ralocrop,33143,0
4050,26,,deniedCausation,Graduated College,92805,1659435999337,1659435906532,female,spaceColony,1,"even though the other plant is not proven to yield more xeliherb, it is worth taking the chance. ",Zulu,60460afa467ff102d3c5b9f6,62e8fb6f46ce293c002150cf,62e8e1ca5c8e225c556e0af8,NA,33085,1
4049,35,,deniedCausation,Higher degree,104164,1659435997264,1659435893100,female,spaceColony,1,NA,English,5d1f9776676cd1001580ae9c,62e8fb702a9a7b1738e5aac8,62e8e1ca5c8e225c556e0af8,both xeliherb and ralocrop,38819,0
4049,35,,deniedCausation,Higher degree,104164,1659435997264,1659435893100,female,spaceColony,1,Whilst there is no evidence that the cultivation of both produces a higher yield of xeliherb there is an association,English,5d1f9776676cd1001580ae9c,62e8fb702a9a7b1738e5aac8,62e8e1ca5c8e225c556e0af8,NA,38137,1
4048,42,,deniedCausation,Graduated College,91185,1659435995621,1659435904436,female,spaceColony,1,NA,English,60ff262e247d3041dc2c35af,62e8fb7a044ed42be75a8d8a,62e8e1ca5c8e225c556e0af8,only xeliherb,29296,0
4048,42,,deniedCausation,Graduated College,91185,1659435995621,1659435904436,female,spaceColony,1,Greater chance of survival ,English,60ff262e247d3041dc2c35af,62e8fb7a044ed42be75a8d8a,62e8e1ca5c8e225c556e0af8,NA,9865,1
4047,29,,deniedCausation,Graduated College,114965,1659435988031,1659435873066,female,spaceColony,1,NA,English ,5f845975ee4ea208a43f22c0,62e8fb5b14662437a3b3bf42,62e8e1ca5c8e225c556e0af8,only xeliherb,61175,0
4047,29,,deniedCausation,Graduated College,114965,1659435988031,1659435873066,female,spaceColony,1,As it states it may not be linked ,English ,5f845975ee4ea208a43f22c0,62e8fb5b14662437a3b3bf42,62e8e1ca5c8e225c556e0af8,NA,18755,1
4046,36,,deniedCausation,Graduated College,106072,1659435980224,1659435874152,female,spaceColony,1,NA,"English, Spanish",598b108e504c5200011964a1,62e8fb5db0138a0e428d6325,62e8e1ca5c8e225c556e0af8,both xeliherb and ralocrop,47326,0
4046,36,,deniedCausation,Graduated College,106072,1659435980224,1659435874152,female,spaceColony,1,"Because if it is absolutely needed for survival, having more is more important than having better crops. ","English, Spanish",598b108e504c5200011964a1,62e8fb5db0138a0e428d6325,62e8e1ca5c8e225c556e0af8,NA,29938,1
4045,36,,deniedCausation,Graduated High-school,107673,1659435978177,1659435870504,female,spaceColony,1,NA,english,5ec4d646fa93e03ce31dc34e,62e8fb57cd946bf9c30211ab,62e8e1ca5c8e225c556e0af8,both xeliherb and ralocrop,33842,0
4045,36,,deniedCausation,Graduated High-school,107673,1659435978177,1659435870504,female,spaceColony,1,I would choose to use both so you never have to fully rely on one crop should something happen to that particular crop,english,5ec4d646fa93e03ce31dc34e,62e8fb57cd946bf9c30211ab,62e8e1ca5c8e225c556e0af8,NA,47327,1
4044,33,,deniedCausation,Higher degree,70114,1659435974849,1659435904735,female,spaceColony,1,NA,English,5bce0de5ac83310001b93d17,62e8fb7d601502538d26e730,62e8e1ca5c8e225c556e0af8,only xeliherb,33789,0
4044,33,,deniedCausation,Higher degree,70114,1659435974849,1659435904735,female,spaceColony,1,Because there wasn't evidence that cultivating both would result in a higher yield of the former,English,5bce0de5ac83310001b93d17,62e8fb7d601502538d26e730,62e8e1ca5c8e225c556e0af8,NA,20863,1
4043,48,none,deniedCausation,Graduated High-school,99113,1659435971427,1659435872314,female,spaceColony,1,NA,english,5a986d1789de8200013ef74e,62e8fb5abc3dae7267e5aa8c,62e8e1ca5c8e225c556e0af8,both xeliherb and ralocrop,45959,0
4043,48,none,deniedCausation,Graduated High-school,99113,1659435971427,1659435872314,female,spaceColony,1,i thought the expaination was contradictory so thought better to ere on the side of caution,english,5a986d1789de8200013ef74e,62e8fb5abc3dae7267e5aa8c,62e8e1ca5c8e225c556e0af8,NA,24554,1
4042,50,,deniedCausation,Higher degree,89197,1659435969444,1659435880247,male,spaceColony,1,NA,English,59e4b3a1896cfc0001921095,62e8fb646369174424204b78,62e8e1ca5c8e225c556e0af8,only xeliherb,37350,0
4042,50,,deniedCausation,Higher degree,89197,1659435969444,1659435880247,male,spaceColony,1,There is no current evidence that cultivating both with help.,English,59e4b3a1896cfc0001921095,62e8fb646369174424204b78,62e8e1ca5c8e225c556e0af8,NA,25501,1
4041,34,,deniedCausation,Graduated High-school,71321,1659435964628,1659435893307,male,spaceColony,1,NA,English ,5ed0c66875039f000b4e3897,62e8fb7037b80216c29c33be,62e8e1ca5c8e225c556e0af8,only xeliherb,34693,0
4041,34,,deniedCausation,Graduated High-school,71321,1659435964628,1659435893307,male,spaceColony,1,It has been proven and I would not take the risk with the other ,English ,5ed0c66875039f000b4e3897,62e8fb7037b80216c29c33be,62e8e1ca5c8e225c556e0af8,NA,13206,1
4040,46,,deniedCausation,Graduated High-school,94183,1659435958987,1659435864804,female,spaceColony,1,NA,English,5ced66139b5b490001b688ed,62e8fb536c7851c5ed24d596,62e8e1ca5c8e225c556e0af8,both xeliherb and ralocrop,47258,0
4040,46,,deniedCausation,Graduated High-school,94183,1659435958987,1659435864804,female,spaceColony,1,I think it would be better to grow both,English,5ced66139b5b490001b688ed,62e8fb536c7851c5ed24d596,62e8e1ca5c8e225c556e0af8,NA,15925,1
4039,40,,deniedCausation,Did not graduate High-school,82311,1659435957167,1659435874856,female,spaceColony,1,NA,English,5c8acd990e37fb0001006bdf,62e8fb596ffc7bf3136d1ee4,62e8e1ca5c8e225c556e0af8,both xeliherb and ralocrop,34898,0
4039,40,,deniedCausation,Did not graduate High-school,82311,1659435957167,1659435874856,female,spaceColony,1,With both might make it an easy process ,English,5c8acd990e37fb0001006bdf,62e8fb596ffc7bf3136d1ee4,62e8e1ca5c8e225c556e0af8,NA,18942,1
4038,24,,deniedCausation,Graduated High-school,71157,1659435955812,1659435884655,female,spaceColony,1,NA,English,5e4c4949d7a02705c4f70ebb,62e8fb5dd4dc8967c10dbbe3,62e8e1ca5c8e225c556e0af8,both xeliherb and ralocrop,31987,0
4038,24,,deniedCausation,Graduated High-school,71157,1659435955812,1659435884655,female,spaceColony,1,If it doesn't help then the same amount would grow anyway,English,5e4c4949d7a02705c4f70ebb,62e8fb5dd4dc8967c10dbbe3,62e8e1ca5c8e225c556e0af8,NA,20073,1
4037,38,,deniedCausation,Graduated High-school,60146,1659435943636,1659435883490,female,spaceColony,1,NA,English,60b61b37f7c3bafca8fb7bc7,62e8fb65975eb3b30624b5dd,62e8e1ca5c8e225c556e0af8,both xeliherb and ralocrop,23203,0
4037,38,,deniedCausation,Graduated High-school,60146,1659435943636,1659435883490,female,spaceColony,1,I believe this would be the better option- still can fail,English,60b61b37f7c3bafca8fb7bc7,62e8fb65975eb3b30624b5dd,62e8e1ca5c8e225c556e0af8,NA,20837,1
4036,46,,deniedCausation,Graduated College,42578,1659435936904,1659435894326,female,spaceColony,1,NA,E~nglish,59f8b44d07e3780001ccd7b5,62e8fb712ee335db2206de08,62e8e1ca5c8e225c556e0af8,both xeliherb and ralocrop,12129,0
4036,46,,deniedCausation,Graduated College,42578,1659435936904,1659435894326,female,spaceColony,1,it seems to exist well with the other crop,E~nglish,59f8b44d07e3780001ccd7b5,62e8fb712ee335db2206de08,62e8e1ca5c8e225c556e0af8,NA,10311,1
4035,34,,commonCause,Graduated College,73000,1659431580053,1659431507053,male,spaceColony,1,NA,English,5b2150d538b0be00014137fb,62e8e6877d433ce30ac9f82a,62e8e1ca5c8e225c556e0af8,both xeliherb and ralocrop,8628,0
4035,34,,commonCause,Graduated College,73000,1659431580053,1659431507053,male,spaceColony,1,"Without ralocrop, there wouldn't be much xeliherb as it's usually very sparsely found, so to help increase high yields of it ralocorp is necessary to help supply the colony well into the future.",English,5b2150d538b0be00014137fb,62e8e6877d433ce30ac9f82a,62e8e1ca5c8e225c556e0af8,NA,53281,1
4034,46,,intervention,Higher degree,1064845,1659431458384,1659430393539,female,spaceColony,1,NA,English,60e82765bb9a177ed3c0f192,62e8e5f396927a260c0dff89,62e8e1ca5c8e225c556e0af8,both xeliherb and ralocrop,38214,0
4034,46,,intervention,Higher degree,1064845,1659431458384,1659430393539,female,spaceColony,1,High yield when the other plant was cultivated too,English,60e82765bb9a177ed3c0f192,62e8e5f396927a260c0dff89,62e8e1ca5c8e225c556e0af8,NA,65125,1
4033,30,,intervention,Graduated High-school,68820,1659431436402,1659431367582,male,spaceColony,1,NA,English,62a1dba8defff834dcdff45a,62e8e9be03b7dd9cd7f450bf,62e8e1ca5c8e225c556e0af8,both xeliherb and ralocrop,32460,0
